X;Y;Z;Strati;Cutoff
549301.8105;7817492.078;-9630.730469;330;0.719097409
550664.3105;7821002.07;-10284.79981;330;0.577265413
549301.8105;7821790.41;-10359.7002;330;0.987655164
551264.3105;7821734.102;-10426.5;330;0.26552973
551364.3105;7817304.379;-10106.59961;330;0.400331544
551726.8105;7819669.398;-10281;330;0.886209252
549501.8105;7820176.188;-10405.79981;330;0.082370737
550864.3105;7820194.961;-10000.59961;330;0.520791892
552214.3105;7820345.121;-9915.410156;330;0.401113592
550626.8105;7818899.828;-10035.29981;330;0.040561337
551651.8105;7819200.148;-10327.79981;330;0.260523693
552314.3105;7817661.008;-9979.120117;330;0.055165889
552201.8105;7821490.09;-10348.79981;330;0.204511969
550351.8105;7820682.98;-9787.429688;330;0.990109117
551314.3105;7820739.289;-10439.90039;330;0.209642279
550064.3105;7820795.598;-10216.90039;330;0.655467682
548914.3105;7820758.059;-10326.59961;330;0.673305294
550376.8105;7821039.609;-10366.79981;330;0.216273529
550489.3105;7819613.09;-10121.40039;330;0.634730038
550014.3105;7819256.457;-10233;330;0.423712301
551064.3105;7819425.391;-10297.79981;330;0.2959712
551826.8105;7820514.051;-9981.610352;330;0.53612982
551814.3105;7820908.219;-10561.09961;330;0.890625568
549976.8105;7817567.16;-10341;330;0.212691008
550451.8105;7816985.289;-10089.79981;330;0.006257002
548901.8105;7817886.25;-10393.7002;330;0.467800569
552226.8105;7820870.68;-10545.79981;330;0.781340606
549439.3105;7821396.238;-10374.90039;330;0.955714669
549539.3105;7821377.469;-10384.29981;330;0.322865029
551201.8105;7819613.09;-10442.40039;330;0.389391078
549114.3105;7817623.469;-9890.240234;330;0.03563173
549601.8105;7819950.949;-10345.79981;330;0.497587669
551576.8105;7821790.41;-10171.5;330;0.185560137
549389.3105;7819406.617;-10428.59961;330;0.957290248
550701.8105;7818130.258;-10290.40039;330;0.364686881
551201.8105;7819369.078;-10461.29981;330;0.934337067
549764.3105;7820345.121;-10177.59961;330;0.487022083
552301.8105;7819857.098;-10103.40039;330;0.7569527
