X;Y;Z;Strati;Cutoff
550676.8105;7821490.09;-9144.629883;60;0.899953313
549164.3105;7819556.777;-9143.650391;60;0.991802032
551651.8105;7819538.008;-9037.110352;60;0.633862033
548889.3105;7819838.328;-9150.639648;60;0.389110435
549851.8105;7816722.508;-9060.209961;60;0.606535807
549551.8105;7821471.32;-9178.400391;60;0.194567754
549489.3105;7817285.609;-9009.030273;60;0.236040141
551564.3105;7818430.578;-9027.669922;60;0.922010214
552114.3105;7818674.59;-9044.839844;60;0.087195289
551876.8105;7817548.387;-9008.709961;60;0.173456879
549501.8105;7816966.52;-9054.150391;60;0.704600121
550151.8105;7818393.039;-9088.070313;60;0.043203598
549814.3105;7821246.078;-9164.019531;60;0.60711507
548939.3105;7817341.918;-9074.139648;60;0.896289866
549326.8105;7819819.559;-9140.129883;60;0.34934679
549914.3105;7819068.758;-9050.530273;60;0.957455461
549276.8105;7817961.328;-9096.339844;60;0.007351262
552051.8105;7820833.141;-9064.009766;60;0.267716078
549789.3105;7816722.508;-9060.629883;60;0.596502539
551776.8105;7818224.109;-9011.860352;60;0.196037173
549089.3105;7818468.117;-9122.379883;60;0.921046298
549914.3105;7820194.961;-9035;60;0.973469816
549264.3105;7819988.488;-9146.700195;60;0.611522242
550214.3105;7820363.887;-8960.509766;60;0.34056359
549239.3105;7819294;-9131.780273;60;0.874770298
552126.8105;7818167.797;-9037.639648;60;0.74639582
550151.8105;7821565.168;-9160.580078;60;0.841488449
549989.3105;7816853.898;-9058.580078;60;0.037546797
550051.8105;7818674.59;-9055.55957;60;0.128354866
551389.3105;7821377.469;-9114.69043;60;0.947358011
551714.3105;7817097.91;-9014.339844;60;0.989301029
552239.3105;7816853.898;-8964.290039;60;0.620557486
549689.3105;7820570.359;-9125.280273;60;0.133050236
550201.8105;7820007.258;-8962.330078;60;0.830559755
550139.3105;7821227.309;-9144.25;60;0.701014818
550826.8105;7821546.398;-9137.280273;60;0.813168806
552064.3105;7820739.289;-9060.330078;60;0.788033754
549014.3105;7820476.508;-9178.870117;60;0.372956914
551889.3105;7817285.609;-9002.030273;60;0.028982067
552201.8105;7818618.281;-9048.320313;60;0.782583483
552126.8105;7820607.898;-9040.700195;60;0.793827927
548964.3105;7820138.648;-9152.370117;60;0.589631655
551101.8105;7818524.43;-9033.610352;60;0.931838963
549226.8105;7820626.668;-9177.969727;60;0.447726621
550801.8105;7820438.969;-8988.759766;60;0.506222395
551776.8105;7818881.059;-9032.009766;60;0.685047944
549651.8105;7818299.188;-9089.959961;60;0.488956859
551676.8105;7820626.668;-9055.160156;60;0.392684128
550151.8105;7820570.359;-9034.519531;60;0.078154038
550201.8105;7821565.168;-9153.360352;60;0.915145843
551464.3105;7817492.078;-9029.080078;60;0.372383653
551826.8105;7819275.23;-9036.429688;60;0.287285932
550614.3105;7817548.387;-9054.990234;60;0.283735196
550889.3105;7817191.758;-9030.769531;60;0.520573396
551589.3105;7821659.02;-9082.219727;60;0.423150169
551114.3105;7821640.25;-9114.240234;60;0.015205057
551264.3105;7819275.23;-9044.240234;60;0.702979507
550489.3105;7820532.82;-8977.320313;60;0.172424079
551864.3105;7821114.691;-9090.530273;60;0.68816938
549751.8105;7818468.117;-9072.030273;60;0.394036427
551989.3105;7819275.23;-9042.450195;60;0.305831452
551626.8105;7818974.91;-9030.129883;60;0.403668041
551989.3105;7819556.777;-9018.969727;60;0.372431929
549689.3105;7816835.129;-9047.200195;60;0.785081397
548876.8105;7817285.609;-9088.019531;60;0.126949014
552376.8105;7821358.699;-9073.900391;60;0.035173312
552039.3105;7817248.07;-8994.900391;60;0.670181821
551264.3105;7819012.449;-9035.419922;60;0.265357779
551439.3105;7817060.367;-9027.480469;60;0.794848849
550401.8105;7820345.121;-8950.429688;60;0.189422438
548976.8105;7819650.629;-9151.219727;60;0.2804109
551901.8105;7817004.059;-9001;60;0.39979349
552301.8105;7821227.309;-9070.929688;60;0.367688918
550826.8105;7820870.68;-9089.580078;60;0.120847177
549139.3105;7817529.617;-9031.360352;60;0.577908282
549976.8105;7821264.848;-9154.030273;60;0.451722943
548939.3105;7821508.859;-9209.200195;60;0.188561933
551601.8105;7820420.199;-9041.709961;60;0.418116218
551601.8105;7817154.219;-9015.69043;60;0.453106663
551726.8105;7817022.828;-9013.230469;60;0.542342144
552201.8105;7820157.418;-8988.349609;60;0.281325776
551714.3105;7821602.711;-9080.480469;60;0.398016785
549351.8105;7818317.957;-9102.709961;60;0.40899604
551414.3105;7817097.91;-9024.19043;60;0.918604002
552089.3105;7816872.668;-8989.660156;60;0.380406872
549764.3105;7816966.52;-9051.830078;60;0.084221069
549939.3105;7818336.73;-9085.620117;60;0.780731341
552114.3105;7820363.887;-8976.30957;60;0.629741909
551551.8105;7817079.141;-9020.610352;60;0.351267552
550389.3105;7816760.051;-9056.360352;60;0.683381678
550426.8105;7817060.367;-9054.410156;60;0.025289398
551664.3105;7819894.641;-9027.599609;60;0.35154748
551026.8105;7820063.57;-9038.089844;60;0.656054441
551939.3105;7820138.648;-8956.049805;60;0.715985029
549389.3105;7817360.688;-8991.790039;60;0.628275193
550264.3105;7820664.211;-9043.980469;60;0.656055983
551514.3105;7819519.238;-9038.849609;60;0.166044645
551364.3105;7820833.141;-9097.110352;60;0.699112896
549001.8105;7820288.809;-9160.160156;60;0.724039869
551139.3105;7820570.359;-9070.790039;60;0.866261271
550764.3105;7817905.02;-9050.320313;60;0.807149629
552226.8105;7817736.09;-9020.519531;60;0.364030399
551776.8105;7820889.449;-9077.240234;60;0.014650129
549989.3105;7820758.059;-9097.929688;60;0.112497034
550314.3105;7821827.949;-9162.040039;60;0.614823996
552226.8105;7816760.051;-8973.480469;60;0.221192877
550876.8105;7820026.027;-9016.110352;60;0.199173154
549826.8105;7820026.027;-9075.480469;60;0.576857435
548976.8105;7819631.859;-9150.259766;60;0.661883582
551651.8105;7818824.75;-9019.929688;60;0.2447181
550989.3105;7816816.359;-9027.360352;60;0.106094542
551476.8105;7817961.328;-9015.25;60;0.930987498
552214.3105;7820082.34;-8997.009766;60;0.31066599
549189.3105;7816910.207;-9065.089844;60;0.826372585
551114.3105;7816684.969;-9028.769531;60;0.962592827
549551.8105;7820101.109;-9124.860352;60;0.80453319
549601.8105;7820138.648;-9115.459961;60;0.282686487
548989.3105;7816741.277;-9097.19043;60;0.633911973
552089.3105;7818580.738;-9042.589844;60;0.454005928
552114.3105;7818261.648;-9035.950195;60;0.704964106
549639.3105;7817248.07;-9035.950195;60;0.439652942
548989.3105;7820363.887;-9167.889648;60;0.912559555
550939.3105;7821039.609;-9118.709961;60;0.862359242
549551.8105;7819087.527;-9093.580078;60;0.854464713
552339.3105;7817135.449;-8930.540039;60;0.235008804
551339.3105;7819631.859;-9043.099609;60;0.061063327
549651.8105;7819800.789;-9096.200195;60;0.021445925
550339.3105;7820964.531;-9099.129883;60;0.501593304
552126.8105;7816760.051;-8978.599609;60;0.749266316
549014.3105;7817492.078;-9057.269531;60;0.370110692
551651.8105;7819444.16;-9042.830078;60;0.916917301
548951.8105;7817661.008;-9075.679688;60;0.801967409
549601.8105;7817773.629;-9072.790039;60;0.17818009
549639.3105;7820758.059;-9145.450195;60;0.100547483
551339.3105;7821490.09;-9117.519531;60;0.324872429
549139.3105;7817736.09;-9058.339844;60;0.3551994
549564.3105;7820814.371;-9159.570313;60;0.965695568
551764.3105;7819556.777;-9034.269531;60;0.098552269
551564.3105;7817004.059;-9022.540039;60;0.235224236
551939.3105;7819387.852;-9036.589844;60;0.162145076
548876.8105;7820476.508;-9179.290039;60;0.354965372
551889.3105;7819969.719;-8988.240234;60;0.14069671
550676.8105;7819106.301;-8988.450195;60;0.862964749
549751.8105;7818317.957;-9089.259766;60;0.608358639
549689.3105;7819669.398;-9087.879883;60;0.447480967
551851.8105;7818092.719;-8997.370117;60;0.694358019
549551.8105;7818017.637;-9089.75;60;0.209055322
549539.3105;7819819.559;-9115.759766;60;0.530858596
548914.3105;7817623.469;-9073.839844;60;0.37089738
550926.8105;7816853.898;-9031.549805;60;0.225108511
550676.8105;7821715.328;-9156.700195;60;0.12330341
549764.3105;7820720.52;-9131.629883;60;0.496322863
551901.8105;7821227.309;-9095.099609;60;0.804734257
551364.3105;7816684.969;-9016.990234;60;0.292584962
551439.3105;7818618.281;-9011.610352;60;0.789553951
551939.3105;7820889.449;-9071.80957;60;0.831190802
550889.3105;7820194.961;-9008.889648;60;0.45169688
552189.3105;7816966.52;-8959.780273;60;0.87718678
551901.8105;7818017.637;-9006.129883;60;0.729163475
551426.8105;7817454.539;-9027.610352;60;0.220828569
550889.3105;7820870.68;-9089.730469;60;0.420825129
551751.8105;7819275.23;-9042.389648;60;0.044882229
549014.3105;7819556.777;-9147.820313;60;0.905752756
549914.3105;7820119.879;-9051.169922;60;0.50499162
549589.3105;7819650.629;-9103.700195;60;0.38840453
551226.8105;7821002.07;-9110.959961;60;0.428120475
549601.8105;7821546.398;-9176.759766;60;0.930317927
548889.3105;7819294;-9163.040039;60;0.162821392
549426.8105;7818580.738;-9088.040039;60;0.373157459
550989.3105;7816684.969;-9030.290039;60;0.388384071
549751.8105;7818111.488;-9094.339844;60;0.679192556
550701.8105;7816741.277;-9064.150391;60;0.590593125
549426.8105;7819725.711;-9128.349609;60;0.333225518
550926.8105;7816722.508;-9037.30957;60;0.573750826
552289.3105;7821152.23;-9071.209961;60;0.984987458
550201.8105;7821827.949;-9171.049805;60;0.40570464
551001.8105;7821039.609;-9122.589844;60;0.734365139
549601.8105;7817022.828;-9049.129883;60;0.90364207
549439.3105;7820082.34;-9137.610352;60;0.620752504
551114.3105;7821715.328;-9110.360352;60;0.292095083
550776.8105;7820701.75;-9055.139648;60;0.884976597
550664.3105;7821152.23;-9133.269531;60;0.915490944
549789.3105;7817961.328;-9095.660156;60;0.548927927
550739.3105;7816666.199;-9065.139648;60;0.101063921
549401.8105;7821583.941;-9188.370117;60;0.965399492
549251.8105;7818261.648;-9106.360352;60;0.500199688
549276.8105;7818224.109;-9106.240234;60;0.661059529
550089.3105;7820758.059;-9081.599609;60;0.092469191
552176.8105;7818317.957;-9039.280273;60;0.189399491
552089.3105;7817266.84;-8988.389648;60;0.099437237
549614.3105;7818355.5;-9083.650391;60;0.163286512
548989.3105;7816910.207;-9082.030273;60;0.41050558
552326.8105;7819556.777;-9047.110352;60;0.406368132
551239.3105;7819387.852;-9029.910156;60;0.914157527
551926.8105;7821659.02;-9046.5;60;0.891629747
551726.8105;7817998.871;-9010.549805;60;0.307335973
550614.3105;7816703.738;-9070.469727;60;0.392215906
551489.3105;7821546.398;-9105.269531;60;0.897492074
549726.8105;7820870.68;-9154.139648;60;0.048086331
549839.3105;7821659.02;-9184.719727;60;0.413840167
551476.8105;7817135.449;-9020.049805;60;0.844595676
551726.8105;7821433.781;-9105.589844;60;0.541682089
549201.8105;7821659.02;-9196.160156;60;0.098942149
552326.8105;7821020.84;-9064.620117;60;0.995038978
552264.3105;7821527.629;-9050;60;0.121055069
549626.8105;7821621.48;-9180.269531;60;0.396396176
551076.8105;7817116.68;-9034.480469;60;0.152350179
552389.3105;7820870.68;-9055.169922;60;0.037818154
551601.8105;7820889.449;-9092.25;60;0.798968931
552276.8105;7819725.711;-9028.549805;60;0.589725379
552039.3105;7816853.898;-8997.120117;60;0.975603894
552001.8105;7817097.91;-8990.040039;60;0.510369109
549926.8105;7818393.039;-9083.05957;60;0.384766973
550264.3105;7820307.578;-8951.719727;60;0.896045184
552326.8105;7819706.938;-9030.19043;60;0.922942472
549389.3105;7821508.859;-9188.009766;60;0.360803581
548901.8105;7820401.43;-9175.629883;60;0.287364057
548901.8105;7819913.41;-9149.099609;60;0.095515422
549276.8105;7821752.867;-9197.070313;60;0.978860792
550489.3105;7816666.199;-9063.129883;60;0.433142464
551776.8105;7820795.598;-9070.969727;60;0.094100116
551139.3105;7821377.469;-9129.839844;60;0.627340257
552439.3105;7819875.867;-9024.570313;60;0.685152377
549476.8105;7821283.617;-9171.150391;60;0.178608467
550001.8105;7820851.91;-9115.080078;60;0.459231516
549114.3105;7821752.867;-9205.040039;60;0.818389522
552276.8105;7818224.109;-9044.009766;60;0.21697497
551551.8105;7819406.617;-9039.94043;60;0.984496156
551476.8105;7816910.207;-9023;60;0.202603144
549964.3105;7820626.668;-9077.400391;60;0.908529842
552414.3105;7819294;-9054.110352;60;0.897433577
551539.3105;7821640.25;-9089.419922;60;0.533809213
550364.3105;7821508.859;-9151.860352;60;0.216753954
551851.8105;7818149.027;-9000.80957;60;0.777882154
551439.3105;7819575.551;-9038.660156;60;0.466859328
550589.3105;7818280.418;-9058.129883;60;0.740079584
552439.3105;7818561.969;-9048.650391;60;0.091835402
549739.3105;7818655.82;-9053.389648;60;0.157645663
548914.3105;7821152.23;-9202.790039;60;0.784947128
551101.8105;7820438.969;-9046.419922;60;0.916240053
549676.8105;7817360.688;-9037.160156;60;0.631236599
552276.8105;7820795.598;-9063.290039;60;0.157126599
551576.8105;7819143.84;-9044.549805;60;0.03562631
549276.8105;7816910.207;-9054.700195;60;0.267870775
551239.3105;7820514.051;-9069.339844;60;0.287810128
549814.3105;7820645.438;-9114.269531;60;0.404318157
549501.8105;7821734.102;-9199.429688;60;0.622577064
549889.3105;7820870.68;-9133.169922;60;0.41220887
548976.8105;7821583.941;-9210.280273;60;0.634141685
549564.3105;7821696.559;-9192.950195;60;0.653440888
549076.8105;7816778.816;-9091.719727;60;0.58360061
550989.3105;7816947.75;-9035.120117;60;0.602470584
552214.3105;7819387.852;-9038.69043;60;0.085187624
552264.3105;7820926.988;-9068.160156;60;0.274497535
549989.3105;7820194.961;-9009.580078;60;0.098111591
549889.3105;7821490.09;-9183.570313;60;0.489706022
550951.8105;7820194.961;-9022.599609;60;0.884056177
549389.3105;7821659.02;-9191.69043;60;0.021101621
549139.3105;7821677.789;-9203.349609;60;0.275372091
552301.8105;7817886.25;-9002.530273;60;0.495266803
552051.8105;7819462.93;-9027.639648;60;0.25713528
552151.8105;7817266.84;-8983.879883;60;0.934855373
549451.8105;7821752.867;-9199.459961;60;0.041111733
551989.3105;7820401.43;-8989.769531;60;0.657954157
549776.8105;7819049.988;-9057.389648;60;0.757889637
551964.3105;7821283.617;-9095.650391;60;0.750479571
551951.8105;7821077.148;-9089.910156;60;0.317874834
551951.8105;7821039.609;-9088.019531;60;0.298050525
552351.8105;7818768.438;-9053.799805;60;0.072693551
551401.8105;7821133.457;-9115.030273;60;0.46601602
550314.3105;7820157.418;-8949.330078;60;0.740874417
551676.8105;7821490.09;-9107.820313;60;0.930479447
549851.8105;7821002.07;-9156.269531;60;0.420081958
551389.3105;7817323.148;-9016.339844;60;0.948152126
