-250000.000000,6025000.000000,-224.117456
-250000.000000,6050000.000000,-685.504785
-250000.000000,6125000.000000,-747.309131
-250000.000000,6225000.000000,-392.231152
-250000.000000,6250000.000000,-715.439209
-250000.000000,6300000.000000,0.000000
-250000.000000,6350000.000000,0.000000
-250000.000000,7150000.000000,-107.653943
-250000.000000,7175000.000000,-561.074756
-250000.000000,7225000.000000,0.000000
-250000.000000,7500000.000000,-552.330176
-250000.000000,7525000.000000,-442.521924
-250000.000000,7550000.000000,-800.893066
-250000.000000,7800000.000000,-360.959497
-225000.000000,6025000.000000,0.000000
-225000.000000,6225000.000000,0.000000
-225000.000000,6250000.000000,-743.088623
-225000.000000,6275000.000000,-423.803662
-225000.000000,6300000.000000,-502.048633
-225000.000000,7150000.000000,0.000000
-225000.000000,7500000.000000,0.000000
-225000.000000,7800000.000000,-93.045374
-200000.000000,6200000.000000,-226.295874
-200000.000000,6225000.000000,0.000000
-200000.000000,6250000.000000,0.000000
-200000.000000,7750000.000000,-346.944458
-200000.000000,7775000.000000,-642.928418
-200000.000000,7800000.000000,-777.640820
-175000.000000,6000000.000000,0.000000
-175000.000000,6325000.000000,0.000000
-175000.000000,7575000.000000,0.000000
-175000.000000,7600000.000000,-399.591455
-175000.000000,7625000.000000,-974.420117
-175000.000000,7725000.000000,-1155.361816
-175000.000000,7750000.000000,-523.401660
-175000.000000,7775000.000000,0.000000
-175000.000000,7800000.000000,0.000000
-150000.000000,7725000.000000,0.000000
-150000.000000,7750000.000000,0.000000
-125000.000000,7600000.000000,0.000000
-75000.000000,6400000.000000,0.000000
-75000.000000,6525000.000000,0.000000
-75000.000000,7800000.000000,0.000000
-50000.000000,6275000.000000,-322.952051
-50000.000000,6300000.000000,-726.966504
-50000.000000,6525000.000000,-347.874146
-50000.000000,6550000.000000,0.000000
-50000.000000,6625000.000000,-110.777124
-50000.000000,6675000.000000,0.000000
-50000.000000,6725000.000000,0.000000
-25000.000000,6250000.000000,0.000000
-25000.000000,6300000.000000,-1340.888574
-25000.000000,6375000.000000,-1699.425391
