580862.573242626619 5248546.17144731712 1459
580912.241090184543 5248546.17144731712 1477
580961.908937742352 5248546.17144731712 1487
581011.576785300276 5248546.17144731712 1515
581061.244632858201 5248546.17144731712 1519
581110.912480416009 5248546.17144731712 1529
581160.580327973934 5248546.17144731712 1550
581210.248175531859 5248546.17144731712 1575
581259.916023089783 5248546.17144731712 1594
581309.583870647592 5248546.17144731712 1610
581359.251718205516 5248546.17144731712 1629
581408.919565763441 5248546.17144731712 1647
581458.587413321249 5248546.17144731712 1667
581508.255260879174 5248546.17144731712 1682
581557.923108437099 5248546.17144731712 1567
581607.590955995023 5248546.17144731712 1538
581657.258803552832 5248546.17144731712 1530
581706.926651110756 5248546.17144731712 1511
581756.594498668681 5248546.17144731712 1498
581806.262346226489 5248546.17144731712 1491
581855.930193784414 5248546.17144731712 1492
581905.598041342339 5248546.17144731712 1505
581955.265888900263 5248546.17144731712 1519
582004.933736458072 5248546.17144731712 1534
582054.601584015996 5248546.17144731712 1538
582104.269431573921 5248546.17144731712 1550
582153.937279131729 5248546.17144731712 1551
582203.605126689654 5248546.17144731712 1555
582253.272974247579 5248546.17144731712 1563
582302.940821805503 5248546.17144731712 1571
582352.608669363311 5248546.17144731712 1575
582402.276516921236 5248546.17144731712 1581
582451.944364479161 5248546.17144731712 1593
582501.612212036969 5248546.17144731712 1607
582551.280059594894 5248546.17144731712 1620
582600.947907152819 5248546.17144731712 1642
582650.615754710743 5248546.17144731712 1680
582700.283602268551 5248546.17144731712 1695
582749.951449826476 5248546.17144731712 1691
582799.619297384401 5248546.17144731712 1724
582849.287144942209 5248546.17144731712 1731
582898.954992500134 5248546.17144731712 1722
582948.622840058059 5248546.17144731712 1719
582998.290687615983 5248546.17144731712 1679
583047.958535173791 5248546.17144731712 1650
583097.626382731716 5248546.17144731712 1633
583147.294230289641 5248546.17144731712 1626
583196.962077847449 5248546.17144731712 1624
583246.629925405374 5248546.17144731712 1629
583296.297772963298 5248546.17144731712 1625
583345.965620521107 5248546.17144731712 1621
583395.633468079031 5248546.17144731712 1604
583445.301315636956 5248546.17144731712 1588
583494.969163194881 5248546.17144731712 1574
583544.637010752689 5248546.17144731712 1574
583594.304858310614 5248546.17144731712 1579
583643.972705868538 5248546.17144731712 1578
583693.640553426347 5248546.17144731712 1578
583743.308400984271 5248546.17144731712 1579
583792.976248542196 5248546.17144731712 1572
583842.644096100121 5248546.17144731712 1569
583892.311943657929 5248546.17144731712 1576
583941.979791215854 5248546.17144731712 1586
583991.647638773778 5248546.17144731712 1591
584041.315486331587 5248546.17144731712 1587
584090.983333889511 5248546.17144731712 1594
584140.651181447436 5248546.17144731712 1603
584190.319029005361 5248546.17144731712 1608
584239.986876563169 5248546.17144731712 1612
584289.654724121094 5248546.17144731712 1619
584339.322571679018 5248546.17144731712 1637
584388.990419236827 5248546.17144731712 1663
584438.658266794751 5248546.17144731712 1681
584488.326114352676 5248546.17144731712 1695
584537.993961910601 5248546.17144731712 1705
584587.661809468409 5248546.17144731712 1706
584637.329657026334 5248546.17144731712 1707
584686.997504584258 5248546.17144731712 1718
584736.665352142067 5248546.17144731712 1727
584786.333199699991 5248546.17144731712 1736
584836.001047257916 5248546.17144731712 1744
584885.668894815841 5248546.17144731712 1753
584935.336742373649 5248546.17144731712 1764
584985.004589931574 5248546.17144731712 1776
585034.672437489498 5248546.17144731712 1787
585084.340285047307 5248546.17144731712 1794
585134.008132605231 5248546.17144731712 1795
585183.675980163156 5248546.17144731712 1802
585233.343827721081 5248546.17144731712 1811
585283.011675278889 5248546.17144731712 1818
585332.679522836814 5248546.17144731712 1823
585382.347370394738 5248546.17144731712 1826
585432.015217952547 5248546.17144731712 1825
585481.683065510471 5248546.17144731712 1815
585531.350913068396 5248546.17144731712 1819
585581.018760626321 5248546.17144731712 1830
585630.686608184129 5248546.17144731712 1825
585680.354455742054 5248546.17144731712 1814
585730.022303299978 5248546.17144731712 1806
585779.690150857787 5248546.17144731712 1816
585829.357998415711 5248546.17144731712 1820
585879.025845973636 5248546.17144731712 1812
585928.693693531561 5248546.17144731712 1817
585978.361541089369 5248546.17144731712 1821
586028.029388647294 5248546.17144731712 1823
586077.697236205218 5248546.17144731712 1820
586127.365083763027 5248546.17144731712 1808
586177.032931320951 5248546.17144731712 1793
586226.700778878876 5248546.17144731712 1804
586276.368626436801 5248546.17144731712 1798
586326.036473994609 5248546.17144731712 1792
586375.704321552534 5248546.17144731712 1789
586425.372169110458 5248546.17144731712 1792
586475.040016668267 5248546.17144731712 1792
586524.707864226191 5248546.17144731712 1784
586574.375711784116 5248546.17144731712 1772
586624.043559342041 5248546.17144731712 1764
586673.711406899849 5248546.17144731712 1753
586723.379254457774 5248546.17144731712 1738
586773.047102015698 5248546.17144731712 1721
586822.714949573507 5248546.17144731712 1703
586872.382797131431 5248546.17144731712 1703
586922.050644689356 5248546.17144731712 1688
586971.718492247281 5248546.17144731712 1676
587021.386339805089 5248546.17144731712 1661
587071.054187363014 5248546.17144731712 1645
587120.722034920938 5248546.17144731712 1631
587170.389882478747 5248546.17144731712 1620
587220.057730036671 5248546.17144731712 1607
587269.725577594596 5248546.17144731712 1591
587319.393425152521 5248546.17144731712 1574
587369.061272710329 5248546.17144731712 1557
587418.729120268254 5248546.17144731712 1535
587468.396967826178 5248546.17144731712 1511
587518.064815383987 5248546.17144731712 1483
587567.732662941911 5248546.17144731712 1441
587617.400510499836 5248546.17144731712 1417
587667.068358057644 5248546.17144731712 1395
587716.736205615569 5248546.17144731712 1389
587766.404053173494 5248546.17144731712 1374
587816.071900731418 5248546.17144731712 1358
587865.739748289227 5248546.17144731712 1352
587915.407595847151 5248546.17144731712 1345
587965.075443405076 5248546.17144731712 1342
588014.743290962884 5248546.17144731712 1337
