,0
823,40.21652
824,40.216915
825,40.21722
826,40.217506
827,40.217964
828,40.217793
829,40.21765
830,40.21781
831,40.217796
832,40.21778
833,40.21735
834,40.217728
835,40.217167
836,40.217094
837,40.217964
838,40.2172
839,40.217377
840,40.21805
841,40.21823
842,40.219204
843,40.219894
844,40.219734
845,40.220997
846,40.22095
847,40.22168
848,40.22243
849,40.22341
850,40.22449
851,40.225105
852,40.22621
853,40.22685
854,40.2278
855,40.22902
856,40.229362
857,40.22925
858,40.22857
859,40.227097
860,40.22706
861,40.226097
862,40.225647
863,40.224777
864,40.22391
865,40.222004
866,40.22224
867,40.222332
868,40.222187
869,40.22173
870,40.218006
871,40.21257
872,40.21074
873,40.20909
874,40.20773
875,40.20662
876,40.205208
877,40.20381
878,40.204144
879,40.203987
880,40.204086
881,40.20413
882,40.20329
883,40.203373
884,40.20357
885,40.204826
886,40.20465
887,40.204437
888,40.203213
889,40.20201
890,40.200447
891,40.19929
892,40.19786
893,40.19679
894,40.19543
895,40.194237
896,40.192387
897,40.19059
898,40.188538
899,40.18676
900,40.184467
901,40.182537
902,40.18108
903,40.17992
904,40.09392
905,40.33421
906,40.33301
907,40.332882
908,40.33234
909,40.33172
910,40.330704
911,40.3306
912,40.330215
913,40.3293
914,40.329235
915,40.32843
916,40.328075
917,40.327286
918,40.32699
919,40.325645
920,40.32479
921,40.324112
922,40.323994
923,40.316223
924,40.31372
925,40.311527
926,40.309322
927,40.307175
928,40.304974
929,40.30296
930,40.300762
931,40.299633
932,40.298794
933,40.29772
934,40.29658
935,40.296215
936,40.295837
937,40.29496
938,40.29371
939,40.292786
940,40.29159
941,40.29051
942,40.288273
943,40.286976
944,40.28633
945,40.28577
946,40.28548
947,40.283005
948,40.279682
949,40.276146
950,40.272255
951,40.26976
952,40.267616
953,40.26552
954,40.26234
955,40.25838
956,40.255306
957,40.251213
958,40.246746
959,40.243492
960,40.23956
961,40.236935
962,40.23457
963,40.23188
964,40.229897
965,40.227875
966,40.22656
967,40.225807
968,40.2248
969,40.22333
970,40.222183
971,40.22122
972,40.219894
973,40.218697
974,40.21779
975,40.21759
976,40.217262
977,40.217136
978,40.217228
979,40.21709
980,40.217175
981,40.21705
982,40.21663
983,40.21654
984,40.216927
985,40.216785
986,40.216686
987,40.21678
988,40.21695
989,40.21709
990,40.21752
991,40.217644
992,40.217712
993,40.218204
994,40.21762
995,40.217327
996,40.21737
997,40.21752
998,40.217636
999,40.217346
1000,40.217285
1001,40.217102
1002,40.216602
1003,40.216988
1004,40.217426
1005,40.21755
1006,40.217705
1007,40.21814
1008,40.218037
1009,40.218124
1010,40.218178
1011,40.21768
1012,40.218277
1013,40.218163
1014,40.218327
1015,40.218636
1016,40.21796
1017,40.218075
1018,40.217934
1019,40.217705
1020,40.217396
1021,40.217922
1022,40.218403
1023,40.21911
1024,40.219524
1025,40.21963
1026,40.220497
1027,40.221252
1028,40.222233
1029,40.22361
1030,40.224903
1031,40.226074
1032,40.226364
1033,40.22763
1034,40.228256
1035,40.229385
1036,40.2304
1037,40.23132
1038,40.231792
1039,40.23213
1040,40.2311
1041,40.230946
1042,40.23037
1043,40.23034
1044,40.229904
1045,40.229866
1046,40.22925
1047,40.228725
1048,40.22932
1049,40.229244
1050,40.227894
1051,40.225403
1052,40.22139
1053,40.216415
1054,40.213272
1055,40.21215
1056,40.21112
1057,40.209003
1058,40.20704
1059,40.20626
1060,40.20564
1061,40.20419
1062,40.203316
1063,40.202457
1064,40.201977
1065,40.20255
1066,40.20319
1067,40.20415
1068,40.20408
1069,40.203495
1070,40.202816
1071,40.201427
1072,40.20002
1073,40.19916
1074,40.197773
1075,40.196888
1076,40.195698
1077,40.194164
1078,40.192196
1079,40.19046
1080,40.18858
1081,40.186897
1082,40.18483
1083,40.183247
1084,40.181614
1085,40.095554
1086,40.33379
1087,40.332893
1088,40.33288
1089,40.331738
1090,40.331085
1091,40.329834
1092,40.329403
1093,40.328583
1094,40.32819
1095,40.327423
1096,40.326893
1097,40.326168
1098,40.325623
1099,40.324913
1100,40.32463
1101,40.323505
1102,40.323116
1103,40.322586
1104,40.322926
1105,40.31537
1106,40.31214
1107,40.310425
1108,40.30812
1109,40.305847
1110,40.303608
1111,40.301445
1112,40.299583
1113,40.298103
1114,40.296886
1115,40.295326
1116,40.294064
1117,40.29358
1118,40.292843
1119,40.29192
1120,40.29119
1121,40.290283
1122,40.289085
1123,40.287933
1124,40.28695
1125,40.286266
1126,40.28539
1127,40.284927
1128,40.283684
1129,40.280334
1130,40.27729
1131,40.273186
1132,40.270214
1133,40.26778
1134,40.266376
1135,40.264484
1136,40.260223
1137,40.255215
1138,40.251945
1139,40.248688
1140,40.245716
1141,40.241806
1142,40.238598
1143,40.23469
1144,40.231964
1145,40.229065
1146,40.227005
1147,40.224564
1148,40.222717
1149,40.221226
1150,40.219635
1151,40.218487
1152,40.21807
1153,40.217327
1154,40.216682
1155,40.215904
1156,40.215168
1157,40.214977
1158,40.215004
1159,40.2148
1160,40.214905
1161,40.214855
1162,40.214912
1163,40.21459
1164,40.214466
1165,40.21466
1166,40.215088
1167,40.215607
1168,40.215633
1169,40.215794
1170,40.21632
1171,40.21699
1172,40.217216
1173,40.217525
1174,40.21709
1175,40.21723
1176,40.217003
1177,40.217815
1178,40.21778
1179,40.21767
1180,40.217297
1181,40.21729
1182,40.21718
1183,40.217083
1184,40.2177
1185,40.217873
1186,40.21816
1187,40.21846
1188,40.218426
1189,40.218224
1190,40.218723
1191,40.21891
1192,40.21867
1193,40.219185
1194,40.21932
1195,40.21949
1196,40.218796
1197,40.217907
1198,40.217598
1199,40.218044
1200,40.217854
1201,40.217487
1202,40.21813
1203,40.21908
1204,40.219418
1205,40.219807
1206,40.220375
1207,40.22119
1208,40.22187
1209,40.223103
1210,40.224533
1211,40.226208
1212,40.22718
1213,40.227753
1214,40.22898
1215,40.229977
1216,40.23069
1217,40.232
1218,40.232944
1219,40.23414
1220,40.234596
1221,40.234608
1222,40.233936
1223,40.23383
1224,40.23384
1225,40.233692
1226,40.23347
1227,40.23283
1228,40.232624
1229,40.232563
1230,40.23242
1231,40.231663
1232,40.231922
1233,40.23035
1234,40.229027
1235,40.22471
1236,40.21654
1237,40.213894
1238,40.21286
1239,40.211403
1240,40.209953
1241,40.209408
1242,40.20826
1243,40.207115
1244,40.205616
1245,40.204865
1246,40.20255
1247,40.20219
1248,40.202618
1249,40.20291
1250,40.202484
1251,40.202255
1252,40.20118
1253,40.20025
1254,40.199913
1255,40.198578
1256,40.198074
1257,40.19694
1258,40.195316
1259,40.19389
1260,40.192257
1261,40.19039
1262,40.18882
1263,40.18658
1264,40.184986
1265,40.18335
1266,40.097282
1267,40.333225
1268,40.332645
1269,40.332077
1270,40.33086
1271,40.329197
1272,40.328335
1273,40.328037
1274,40.327244
1275,40.326477
1276,40.32554
1277,40.324963
1278,40.32431
1279,40.324158
1280,40.323833
1281,40.322826
1282,40.322193
1283,40.32206
1284,40.321316
1285,40.320843
1286,40.320393
1287,40.314354
1288,40.31059
1289,40.30901
1290,40.306705
1291,40.3045
1292,40.302334
1293,40.299763
1294,40.29868
1295,40.296993
1296,40.295086
1297,40.293102
1298,40.292023
1299,40.291145
1300,40.290047
1301,40.28974
1302,40.289246
1303,40.28868
1304,40.28811
1305,40.287064
1306,40.286266
1307,40.285324
1308,40.28506
1309,40.284184
1310,40.280518
1311,40.2777
1312,40.274044
1313,40.269947
1314,40.26773
1315,40.266323
1316,40.264633
1317,40.26008
1318,40.25513
1319,40.25202
1320,40.248947
1321,40.24593
1322,40.242676
1323,40.23997
1324,40.235977
1325,40.232616
1326,40.22915
1327,40.226307
1328,40.223896
1329,40.22142
1330,40.218582
1331,40.216595
1332,40.214947
1333,40.214184
1334,40.213287
1335,40.21305
1336,40.21279
1337,40.21228
1338,40.21227
1339,40.212185
1340,40.212322
1341,40.212334
1342,40.212765
1343,40.21256
1344,40.212734
1345,40.212505
1346,40.212936
1347,40.213364
1348,40.213627
1349,40.214188
1350,40.214394
1351,40.215153
1352,40.215813
1353,40.216183
1354,40.216473
1355,40.217056
1356,40.21733
1357,40.21774
1358,40.217697
1359,40.217865
1360,40.21781
1361,40.21745
1362,40.21766
1363,40.217396
1364,40.217426
1365,40.217846
1366,40.21783
1367,40.217834
1368,40.218567
1369,40.21855
1370,40.218533
1371,40.219055
1372,40.21893
1373,40.21911
1374,40.219383
1375,40.219387
1376,40.218708
1377,40.218437
1378,40.217762
1379,40.217377
1380,40.217934
1381,40.21775
1382,40.217854
1383,40.218784
1384,40.21925
1385,40.219425
1386,40.220066
1387,40.220757
1388,40.221428
1389,40.222153
1390,40.223667
1391,40.22518
1392,40.227093
1393,40.227604
1394,40.228268
1395,40.229465
1396,40.230576
1397,40.231575
1398,40.2331
1399,40.234253
1400,40.23461
1401,40.235462
1402,40.235554
1403,40.235672
1404,40.234932
1405,40.235287
1406,40.234585
1407,40.234245
1408,40.23375
1409,40.233467
1410,40.23414
1411,40.23401
1412,40.233803
1413,40.23365
1414,40.233307
1415,40.23293
1416,40.23232
1417,40.231186
1418,40.22879
1419,40.222515
1420,40.216232
1421,40.213783
1422,40.214092
1423,40.211834
1424,40.2103
1425,40.20893
1426,40.20746
1427,40.20582
1428,40.20333
1429,40.20249
1430,40.20225
1431,40.201923
1432,40.20145
1433,40.201023
1434,40.200497
1435,40.199406
1436,40.198906
1437,40.198357
1438,40.19727
1439,40.196274
1440,40.195007
1441,40.19332
1442,40.191593
1443,40.189697
1444,40.187756
1445,40.186577
1446,40.185158
1447,40.099174
1448,40.332874
1449,40.331642
1450,40.330933
1451,40.329594
1452,40.32846
1453,40.32734
1454,40.3267
1455,40.325703
1456,40.324768
1457,40.32382
1458,40.32368
1459,40.32307
1460,40.32277
1461,40.322598
1462,40.32202
1463,40.321026
1464,40.320107
1465,40.31992
1466,40.31948
1467,40.31904
1468,40.318115
1469,40.31712
1470,40.3104
1471,40.307644
1472,40.30593
1473,40.303444
1474,40.301064
1475,40.299225
1476,40.297626
1477,40.295822
1478,40.293694
1479,40.291306
1480,40.290363
1481,40.289684
1482,40.289104
1483,40.288925
1484,40.28837
1485,40.288033
1486,40.287437
1487,40.287
1488,40.286488
1489,40.2861
1490,40.28497
1491,40.2819
1492,40.27804
1493,40.27327
1494,40.270733
1495,40.268475
1496,40.266506
1497,40.26345
1498,40.25885
1499,40.25438
1500,40.25135
1501,40.24887
1502,40.245415
1503,40.24237
1504,40.239544
1505,40.236416
1506,40.233227
1507,40.230392
1508,40.226498
1509,40.2234
1510,40.220196
1511,40.21729
1512,40.214603
1513,40.212734
1514,40.211063
1515,40.210007
1516,40.20918
1517,40.20876
1518,40.208576
1519,40.208603
1520,40.209103
1521,40.209293
1522,40.210022
1523,40.210243
1524,40.21043
1525,40.210464
1526,40.210865
1527,40.21099
1528,40.21139
1529,40.21213
1530,40.21249
1531,40.213028
1532,40.214016
1533,40.21511
1534,40.21564
1535,40.215885
1536,40.21658
1537,40.21714
1538,40.21755
1539,40.21784
1540,40.21819
1541,40.217915
1542,40.21788
1543,40.21809
1544,40.21785
1545,40.217445
1546,40.21737
1547,40.21786
1548,40.217705
1549,40.217854
1550,40.217808
1551,40.218422
1552,40.218845
1553,40.219097
1554,40.21871
1555,40.218735
1556,40.21874
1557,40.21844
1558,40.217728
1559,40.21771
1560,40.21742
1561,40.217648
1562,40.217953
1563,40.218243
1564,40.218964
1565,40.21931
1566,40.219494
1567,40.21982
1568,40.220463
1569,40.221287
1570,40.222496
1571,40.22424
1572,40.225143
1573,40.226517
1574,40.227276
1575,40.227703
1576,40.22899
1577,40.230488
1578,40.23184
1579,40.233284
1580,40.23413
1581,40.23491
1582,40.235386
1583,40.2353
1584,40.23571
1585,40.2357
1586,40.23522
1587,40.23489
1588,40.23413
1589,40.234337
1590,40.234264
1591,40.2349
1592,40.235027
1593,40.235043
1594,40.235123
1595,40.235195
1596,40.235294
1597,40.23498
1598,40.233757
1599,40.23314
1600,40.232178
1601,40.23099
1602,40.229065
1603,40.227787
1604,40.222374
1605,40.21853
1606,40.213272
1607,40.211903
1608,40.209373
1609,40.20637
1610,40.204353
1611,40.20331
1612,40.202457
1613,40.201263
1614,40.200687
1615,40.19953
1616,40.198967
1617,40.19851
1618,40.19848
1619,40.198082
1620,40.19683
1621,40.195415
1622,40.194218
1623,40.1927
1624,40.191185
1625,40.189392
1626,40.1881
1627,40.18709
1628,40.100967
1629,40.332005
1630,40.33013
1631,40.329327
1632,40.32864
1633,40.32808
1634,40.32647
1635,40.32547
1636,40.324455
1637,40.32341
1638,40.322933
1639,40.32259
1640,40.322372
1641,40.321686
1642,40.321102
1643,40.320362
1644,40.3195
1645,40.31907
1646,40.318462
1647,40.317528
1648,40.31655
1649,40.315845
1650,40.315395
1651,40.3147
1652,40.313972
1653,40.308212
1654,40.304367
1655,40.30266
1656,40.30034
1657,40.298363
1658,40.296642
1659,40.294483
1660,40.292255
1661,40.29045
1662,40.28943
1663,40.28909
1664,40.28829
1665,40.287994
1666,40.287766
1667,40.28763
1668,40.287266
1669,40.28749
1670,40.28618
1671,40.286133
1672,40.282543
1673,40.278263
1674,40.27415
1675,40.271873
1676,40.269436
1677,40.266796
1678,40.26238
1679,40.25818
1680,40.253845
1681,40.25119
1682,40.249046
1683,40.244907
1684,40.24174
1685,40.23902
1686,40.236282
1687,40.232327
1688,40.229935
1689,40.226883
1690,40.22338
1691,40.21957
1692,40.21616
1693,40.213154
1694,40.210705
1695,40.208538
1696,40.20695
1697,40.205894
1698,40.20488
1699,40.2048
1700,40.204987
1701,40.205273
1702,40.20581
1703,40.206944
1704,40.207733
1705,40.208378
1706,40.208626
1707,40.20895
1708,40.20972
1709,40.209827
1710,40.210594
1711,40.211147
1712,40.21195
1713,40.212856
1714,40.213997
1715,40.214104
1716,40.21475
1717,40.215717
1718,40.21633
1719,40.217434
1720,40.217842
1721,40.218346
1722,40.218334
1723,40.218033
1724,40.217747
1725,40.2172
1726,40.217247
1727,40.21717
1728,40.217285
1729,40.217358
1730,40.21699
1731,40.217487
1732,40.217445
1733,40.218243
1734,40.21835
1735,40.218327
1736,40.218155
1737,40.21849
1738,40.21814
1739,40.217873
1740,40.217377
1741,40.216423
1742,40.216496
1743,40.216866
1744,40.217255
1745,40.218193
1746,40.21836
1747,40.21793
1748,40.218315
1749,40.219666
1750,40.220455
1751,40.221302
1752,40.223385
1753,40.224434
1754,40.22559
1755,40.226845
1756,40.228218
1757,40.229523
1758,40.230644
1759,40.232414
1760,40.233894
1761,40.23469
1762,40.235912
1763,40.236397
1764,40.23555
1765,40.23593
1766,40.23587
1767,40.235775
1768,40.23508
1769,40.23445
1770,40.235153
1771,40.23556
1772,40.235493
1773,40.235943
1774,40.236103
1775,40.236073
1776,40.236355
1777,40.23672
1778,40.236004
1779,40.23544
1780,40.234303
1781,40.2336
1782,40.232826
1783,40.232067
1784,40.23068
1785,40.23014
1786,40.22787
1787,40.222336
1788,40.218018
1789,40.213512
1790,40.210342
1791,40.20722
1792,40.206047
1793,40.205135
1794,40.204285
1795,40.202618
1796,40.201214
1797,40.198833
1798,40.197674
1799,40.196754
1800,40.197014
1801,40.196724
1802,40.195744
1803,40.194275
1804,40.193275
1805,40.191956
1806,40.190678
1807,40.18935
1808,40.18805
1809,40.10268
1810,40.32992
1811,40.32873
1812,40.328014
1813,40.327232
1814,40.326344
1815,40.325806
1816,40.32476
1817,40.323055
1818,40.32212
1819,40.32144
1820,40.32094
1821,40.320507
1822,40.32002
1823,40.319565
1824,40.3186
1825,40.317738
1826,40.316986
1827,40.316372
1828,40.31573
1829,40.314575
1830,40.313667
1831,40.31318
1832,40.312378
1833,40.311993
1834,40.310966
1835,40.309944
1836,40.306316
1837,40.30116
1838,40.299236
1839,40.29787
1840,40.295914
1841,40.293037
1842,40.29065
1843,40.289562
1844,40.289097
1845,40.288452
1846,40.288403
1847,40.287685
1848,40.28745
1849,40.289207
1850,40.2904
1851,40.287193
1852,40.284184
1853,40.282738
1854,40.28159
1855,40.27586
1856,40.273975
1857,40.27149
1858,40.26728
1859,40.262257
1860,40.257965
1861,40.25381
1862,40.2502
1863,40.247883
1864,40.244797
1865,40.24124
1866,40.238487
1867,40.236008
1868,40.231922
1869,40.229427
1870,40.226475
1871,40.22341
1872,40.21977
1873,40.21615
