X,Y,Z,azimuth,dip,polarity,G_x,G_y,G_z,formation
788668.132,6350456.094,307.509077,290.0,20.0,1,-0.32139380484226965,0.11697777844151107,0.9396926207869084,Triassic
787108.341,6348433.286,359.056492,100.0,25.0,1,0.41619774072778337,-0.07338689099903822,0.9063077870376499,Triassic
789065.0098819999,6348741.776801,240.578578,204.0,29.0,1,-0.19718983746884863,-0.44289562639647556,0.8746197071403957,Triassic
789095.717,6348625.489,241.52634700000002,200.0,13.0,1,-0.07693779184694899,-0.21138484580393982,0.9743700647862352,Triassic
789143.154,6348660.603,240.827368,245.0,23.0,1,-0.35412266438644674,-0.16513011032911865,0.9205048534534404,Triassic
789722.285,6348496.595,301.926427,240.0,28.0,1,-0.4065742997259625,-0.23473578139194562,0.882947592859927,Triassic
789801.606,6348536.613,314.977241,220.0,42.0,1,-0.43010886302851514,-0.5125837827210357,0.7431448254783942,Triassic
789844.359,6348451.667,326.286202,237.0,28.0,1,-0.39373198219486893,-0.25569253892170424,0.882947592859927,Triassic
789791.641,6348338.695,346.172781,230.0,15.0,1,-0.19826689127314612,-0.16636567534180194,0.9659258262900683,Triassic
789862.919,6348550.819,337.399222,40.0,20.0,1,0.21984631039395416,0.2620026302303849,0.9396926207869084,Triassic
791810.82,6348517.541,225.01666200000003,150.0,40.0,1,0.32139380484426955,-0.5566703992254194,0.766044443119978,Triassic
791535.094612,6349465.07815,305.307894,170.0,25.0,1,0.07338689100103822,-0.4161977407257834,0.9063077870376499,Triassic
790380.902,6348530.443,382.031708,345.0,25.0,1,-0.10938165494561497,0.4082178936777348,0.9063077870376499,Triassic
790648.417,6348594.282,361.850107,218.0,17.0,1,-0.18000199507207781,-0.23039204737084581,0.9563047559640354,Triassic
790932.632896,6349289.78649,257.757844,70.0,28.0,1,0.4411589632197298,0.1605687311923561,0.882947592859927,Triassic
790801.44343,6349526.681654,303.198351,100.0,25.0,1,0.41619774072778337,-0.07338689099903822,0.9063077870376499,Triassic
790472.636828,6349858.678322,301.96936800000003,15.0,25.0,1,0.10938165494761501,0.4082178936777348,0.9063077870376499,Triassic
790328.963297,6349980.036851999,324.766417,15.0,13.0,1,0.058221617081084386,0.21728603304269492,0.9743700647862352,Triassic
790235.019,6350127.219,297.331854,15.0,13.0,1,0.058221617081084386,0.21728603304269492,0.9743700647862352,Triassic
789919.015,6350219.37,300.72600800000004,345.0,20.0,1,-0.08852132690037684,0.3303660895503521,0.9396926207869084,Triassic
789850.785,6350187.286,298.120136,346.0,21.0,1,-0.08669705367516517,0.3477228898790968,0.9335804264982017,Triassic
789303.454,6350033.958,266.269218,346.0,20.0,1,-0.08274216140561587,0.3318606833702001,0.9396926207869084,Triassic
790721.838276,6350177.473908001,414.074573,344.0,18.0,1,-0.08517662723102692,0.29704620008762384,0.9510565162961535,Triassic
790798.94,6350513.085,383.779044,210.0,20.0,1,-0.17101007166183438,-0.2961981327250238,0.9396926207869084,Triassic
790665.879,6350435.616,370.89052000000004,201.0,25.0,1,-0.15145283989941355,-0.39454813704038827,0.9063077870376499,Triassic
790501.005,6350459.914,359.11521,201.0,10.0,1,-0.06222994137177586,-0.16211453976575468,0.984807753013208,Triassic
790372.369,6350491.577,357.779977,201.0,17.0,1,-0.1047766483255512,-0.2729525007897666,0.9563047559640354,Triassic
791160.190925,6349043.884522,244.20465099999998,155.0,35.0,1,0.24240387650710404,-0.5198367907246845,0.8191520442899918,Triassic
792032.843,6348489.888,209.218454,118.0,32.0,1,0.46789093876528187,-0.24878202512891218,0.8480480961574259,Triassic
789521.823,6350223.468,292.733852,337.0,38.0,1,-0.2405581030203657,0.5667193761219582,0.7880107536077219,Triassic
789496.081,6350232.017,291.382063,349.0,30.0,1,-0.09540449768727231,0.4908135917248319,0.8660254037854387,Triassic
789481.955,6350237.637,291.25046499999996,333.0,50.0,1,-0.34777689955328783,0.6825505966382543,0.6427876096875393,Triassic
790231.413,6350389.021,340.818356,245.0,15.0,1,-0.23456971600880452,-0.10938165494561493,0.9659258262900683,Triassic
790315.687,6350406.146,338.540448,240.0,13.0,1,-0.19481332766888085,-0.1124755271709326,0.9743700647862352,Triassic
791547.183,6348153.933,235.74786400000002,174.0,17.0,1,0.030561164998611893,-0.29077006193190935,0.9563047559640354,Triassic
790881.464,6348333.194,373.178653,220.0,35.0,1,-0.3686878264936123,-0.43938504176970505,0.8191520442899918,Triassic
790839.940497,6350527.809716,389.015214,220.0,35.0,1,-0.3686878264936123,-0.43938504176970505,0.8191520442899918,Triassic
791291.231373,6350501.674591,400.781925,267.0,35.0,1,-0.5727903697784316,-0.030018671273852278,0.8191520442899918,Triassic
791349.204192,6350435.635419,398.098938,220.0,35.0,1,-0.3686878264936123,-0.43938504176970505,0.8191520442899918,Triassic
791461.734,6350375.926,385.01530099999997,270.0,31.0,1,-0.5150380749090542,9.999053890405184e-13,0.8571673007031123,Triassic
791518.332,6350306.823,388.188001,245.0,10.0,1,-0.15737869562326268,-0.07338689099903818,0.984807753013208,Triassic
791628.975,6350189.119,413.81195,290.0,30.0,1,-0.4698463103919541,0.17101007166383447,0.8660254037854387,Triassic
791633.412,6350145.259,420.170137,270.0,35.0,1,-0.5735764363500461,9.998946357179734e-13,0.8191520442899918,Triassic
791621.056071,6350388.188026,359.32030299999997,78.0,23.0,1,0.3821927158647954,0.08123756958033614,0.9205048534534404,Triassic
791543.677242,6350351.93502,373.222496,260.0,30.0,1,-0.492403876505104,-0.08682408883246515,0.8660254037854387,Triassic
791676.515,6350202.882,385.826764,248.0,20.0,1,-0.31711555482717857,-0.1281230007698508,0.9396926207869084,Triassic
791715.383019,6350132.549471,380.51322200000004,320.0,25.0,1,-0.27165378227318454,0.32374437096806447,0.9063077870376499,Triassic
791826.927,6350176.423,360.567437,40.0,15.0,1,0.1663656753438019,0.19826689127514616,0.9659258262900683,Triassic
783612.454,6346978.227,424.59765,325.0,5.0,1,-0.049990480331730335,0.07139380484426965,0.9961946980927455,Triassic
783733.692,6347115.388,419.114103,165.0,10.0,1,0.044943455528547824,-0.1677312594955206,0.984807753013208,Triassic
783843.932,6347237.961,401.725321,170.0,26.0,1,0.07612235078268569,-0.43171130405373614,0.898794046300167,Triassic
783562.913,6347098.68,391.139052,160.0,10.0,1,0.059391174614884724,-0.1631759111655348,0.984807753013208,Triassic
783069.221,6347088.826,342.934065,152.0,18.0,1,0.14507469127760536,-0.2728458113348604,0.9510565162961535,Triassic
782951.842,6347021.728,325.077232,160.0,26.0,1,0.14993176245563808,-0.41193413180215227,0.898794046300167,Triassic
782996.153,6347115.642,318.369324,164.0,20.0,1,0.09427352794343842,-0.32877086301729924,0.9396926207869084,Triassic
783091.023,6347253.554,304.511132,220.0,30.0,1,-0.3213938048422696,-0.383022221558489,0.8660254037854387,Triassic
783159.187,6347295.563,301.24098599999996,144.0,10.0,1,0.10206783792108487,-0.14048432677378683,0.984807753013208,Triassic
783244.582,6347303.356,285.911443,210.0,25.0,1,-0.21130913086934977,-0.3659981507696668,0.9063077870376499,Triassic
782155.908,6347762.405,383.456519,176.0,20.0,1,0.023858119148859058,-0.3411869994453997,0.9396926207869084,Triassic
781597.13,6346858.508,202.295178,58.0,22.0,1,0.31768440835500855,0.19851125036086745,0.9271838545677874,Triassic
781733.7,6346555.838,201.474636,58.0,28.0,1,0.39813446502115674,0.24878202513091213,0.882947592859927,Triassic
781777.522,6346504.185,202.248146,68.0,20.0,1,0.3171155548291786,0.1281230007718507,0.9396926207869084,Triassic
782025.859,6345842.977,204.03094,238.0,14.0,1,-0.20516140298085186,-0.12819907291707816,0.9702957262769965,Triassic
781666.574,6346370.528,197.37374,218.0,16.0,1,-0.16969930113615708,-0.21720520047851768,0.9612616959393189,Triassic
781986.467,6347397.987,378.91253,210.0,10.0,1,-0.08682408883246517,-0.15038373317943526,0.984807753013208,Triassic
786226.481,6345006.263,369.862351,155.0,20.0,1,0.14454395845359902,-0.3099755192184447,0.9396926207869084,Triassic
785700.012,6345834.705,264.655753,165.0,25.0,1,0.10938165494761512,-0.40821789367573486,0.9063077870376499,Triassic
785657.444,6346002.9,241.536206,115.0,10.0,1,0.15737869562526266,-0.07338689099903822,0.984807753013208,Triassic
785945.888,6346318.898,317.751413,250.0,10.0,1,-0.16317591116553481,-0.05939117461288467,0.984807753013208,Triassic
786089.904,6346474.402,343.500269,145.0,20.0,1,0.19617469497001103,-0.28016649959223555,0.9396926207869084,Triassic
786282.431,6346628.909,373.32344700000004,110.0,1.0,1,0.0163998975450718,-0.0059690745500575295,0.9998476951573912,Triassic
786183.697,6346450.525,376.92181400000004,80.0,1.0,1,0.01718726516915697,0.0030305785747368873,0.9998476951573912,Triassic
786777.163,6345815.552,349.445615,118.0,10.0,1,0.1533222404763554,-0.08152288134321582,0.984807753013208,Triassic
786060.445,6345670.599,330.569192,235.0,30.0,1,-0.40957602214349575,-0.28678821817452316,0.8660254037854387,Triassic
785994.387,6345672.191,331.982139,210.0,30.0,1,-0.249999999999,-0.43301270189121926,0.8660254037854387,Triassic
785943.452,6345686.517,331.319711,205.0,10.0,1,-0.07338689099903821,-0.15737869562326265,0.984807753013208,Triassic
785751.646,6345654.682,306.48535499999997,200.0,10.0,1,-0.059391174612884685,-0.16317591116553481,0.984807753013208,Triassic
785703.098,6345637.968,296.84024700000003,215.0,30.0,1,-0.28678821817452305,-0.40957602214349587,0.8660254037854387,Triassic
785580.534,6345575.89,290.53014,120.0,10.0,1,0.1503837331814353,-0.08682408883246512,0.984807753013208,Triassic
784435.114,6347682.507,404.773934,155.0,5.0,1,0.03683360850173487,-0.07898992833616562,0.9961946980927455,Triassic
784552.892,6347933.603,397.527218,180.0,30.0,1,1.0000612323399573e-12,-0.49999999999899997,0.8660254037854387,Triassic
784470.2047939999,6347735.754449,393.801376,165.0,20.0,1,0.08852132690237696,-0.3303660895483521,0.9396926207869084,Triassic
784487.482,6347807.886,396.075153,135.0,23.0,1,0.2762886305764377,-0.2762886305744377,0.9205048534534404,Triassic
784315.758,6347702.616,410.732708,205.0,20.0,1,-0.14454395845159893,-0.3099755192184447,0.9396926207869084,Triassic
784079.358,6347417.553,412.47215800000004,95.0,15.0,1,0.2578341604972995,-0.022557566112149853,0.9659258262900683,Triassic
784099.4,6347464.795,404.12390600000003,165.0,10.0,1,0.044943455528547824,-0.1677312594955206,0.984807753013208,Triassic
784598.56,6347740.536,445.910587,170.0,25.0,1,0.07338689100103822,-0.4161977407257834,0.9063077870376499,Triassic
784748.939,6347659.659,467.76016100000004,205.0,20.0,1,-0.14454395845159893,-0.3099755192184447,0.9396926207869084,Triassic
783176.372,6347290.103,301.778996,165.0,15.0,1,0.06698729810878075,-0.24999999999899994,0.9659258262900683,Triassic
783248.611,6347292.908,288.275775,185.0,10.0,1,-0.015134435900338581,-0.17298739392408943,0.984807753013208,Triassic
783087.691271,6347237.322362,307.14043799999996,210.0,30.0,1,-0.249999999999,-0.43301270189121926,0.8660254037854387,Triassic
783005.712,6347162.38,312.419062,180.0,25.0,1,1.0000517558101501e-12,-0.42261826173969946,0.9063077870376499,Triassic
784811.968,6347387.566,479.969697,165.0,25.0,1,0.10938165494761512,-0.40821789367573486,0.9063077870376499,Triassic
784802.098,6347289.657,477.54098899999997,166.0,22.0,1,0.09062553718431145,-0.3634791766252693,0.9271838545677874,Triassic
789188.48,6349974.554,262.07012000000003,355.0,20.0,1,-0.02980901962520921,0.34071865342261004,0.9396926207869084,Triassic
788910.814,6350237.294,296.54983,283.0,15.0,1,-0.25218552974319586,0.058221617081084365,0.9659258262900683,Triassic
789081.276,6350269.699,294.526083,125.0,17.0,1,0.2394968796168873,-0.16769752048374767,0.9563047559640354,Triassic
789126.8254569999,6350285.1214,284.102963,260.0,10.0,1,-0.17101007166183432,-0.030153689606045805,0.984807753013208,Triassic
789305.051,6350033.981,266.302725,327.0,5.0,1,-0.04746841962510248,0.07309495627088375,0.9961946980927455,Triassic
789392.0520390001,6350254.072814,287.294948,335.0,25.0,1,-0.17860619515573023,0.38302222156048904,0.9063077870376499,Triassic
789610.5481199999,6350185.2075620005,295.913457,290.0,15.0,1,-0.24321034680069392,0.08852132690237693,0.9659258262900683,Triassic
789677.390882,6350209.346797,304.99918199999996,0.0,15.0,1,1e-12,0.2588190451035207,0.9659258262900683,Triassic
789876.505693,6350177.095669,295.54749,82.0,35.0,1,0.5679944299020226,0.0798264112855987,0.8191520442899918,Triassic
789839.621,6350186.016,297.797118,70.0,28.0,1,0.4411589632197298,0.1605687311923561,0.882947592859927,Triassic
789997.46,6350367.125,335.499213,10.0,41.0,1,0.11392345482713741,0.6460920181845125,0.754709580223772,Triassic
789959.380327,6350323.201064,329.14887999999996,345.0,13.0,1,-0.05822161707908438,0.21728603304269492,0.9743700647862352,Triassic
787559.055,6350265.044,250.673393,110.0,17.0,1,0.27473953345555224,-0.09999701235264051,0.9563047559640354,Triassic
787547.564172,6350342.986391,239.842292,78.0,25.0,1,0.4133830387489566,0.08786727736997124,0.9063077870376499,Triassic
787554.108,6350046.091,263.526713,340.0,18.0,1,-0.10569003670518683,0.2903809893125786,0.9510565162961535,Triassic
787483.63,6349541.792,331.262032,130.0,25.0,1,0.3237443709680646,-0.2716537822731845,0.9063077870376499,Triassic
787457.857812,6349466.493137999,341.93872000000005,15.0,13.0,1,0.058221617081084386,0.21728603304269492,0.9743700647862352,Triassic
787500.276219,6349468.762465,353.739952,105.0,28.0,1,0.45347470720418176,-0.12150818158203242,0.882947592859927,Triassic
787115.994,6348631.166,398.665943,170.0,25.0,1,0.07338689100103822,-0.4161977407257834,0.9063077870376499,Triassic
787109.524,6348405.525,359.32028199999996,105.0,25.0,1,0.4082178936777348,-0.10938165494561504,0.9063077870376499,Triassic
789393.993,6348774.152,259.806343,215.0,8.0,1,-0.07982641128359869,-0.11400393016047584,0.9902680687425703,Triassic
789577.447,6348625.646,286.877075,215.0,60.0,1,-0.4967317648911541,-0.7094064799152224,0.5000000000010001,Triassic
789706.666,6348527.484,295.894279,260.0,30.0,1,-0.492403876505104,-0.08682408883246515,0.8660254037854387,Triassic
789759.715,6348504.906,302.974021,250.0,40.0,1,-0.6040227735540536,-0.21984631039195404,0.766044443119978,Triassic
789826.668,6348515.859,326.478007,250.0,43.0,1,-0.6408688263378208,-0.2332571768554466,0.7313537016201704,Triassic
789867.42,6348515.328,340.704213,250.0,43.0,1,-0.6408688263378208,-0.2332571768554466,0.7313537016201704,Triassic
789974.337,6348356.854,347.708556,135.0,25.0,1,0.2988362387311198,-0.29883623872911985,0.9063077870376499,Triassic
789858.144,6348437.419,327.629945,245.0,20.0,1,-0.30997551921844474,-0.1445439584515989,0.9396926207869084,Triassic
789317.698,6348689.739,262.842657,125.0,43.0,1,0.5586603508479354,-0.39117818896090556,0.7313537016201704,Triassic
789197.921,6348685.822,248.404516,165.0,15.0,1,0.06698729810878075,-0.24999999999899994,0.9659258262900683,Triassic
789145.629,6348655.083,243.58071,290.0,15.0,1,-0.24321034680069392,0.08852132690237693,0.9659258262900683,Triassic
789071.095,6348728.473,238.395398,200.0,15.0,1,-0.08852132690037684,-0.24321034680069395,0.9659258262900683,Triassic
789076.087049,6348767.196733,237.381558,200.0,45.0,1,-0.24184476264697521,-0.6644630243876748,0.7071067811875476,Triassic
786103.907,6346223.972,357.34023199999996,180.0,43.0,1,1.0000835207108673e-12,-0.6819983600614985,0.7313537016201704,Triassic
786118.365206,6346287.358306,367.113932,210.0,25.0,1,-0.21130913086934977,-0.3659981507696668,0.9063077870376499,Triassic
786166.3,6346333.419,375.26895099999996,135.0,20.0,1,0.24184476264897528,-0.24184476264697521,0.9396926207869084,Triassic
786384.859,6346658.919,392.892967,40.0,8.0,1,0.08945874489978387,0.10661278062309464,0.9902680687425703,Triassic
786387.518425,6346696.852952,393.42936299999997,310.0,20.0,1,-0.262002630228385,0.21984631039395416,0.9396926207869084,Triassic
786341.26,6346808.32,402.210381,210.0,10.0,1,-0.08682408883246517,-0.15038373317943526,0.984807753013208,Triassic
786270.076,6346520.683,384.298976,130.0,10.0,1,0.133022221560489,-0.11161889704794965,0.984807753013208,Triassic
786180.918,6346378.355,381.367031,110.0,15.0,1,0.24321034680269396,-0.08852132690037685,0.9659258262900683,Triassic
787454.347,6350789.132,300.624608,130.0,13.0,1,0.17232250515487305,-0.1445957505171598,0.9743700647862352,Triassic
787590.864842,6350773.018459,298.441869,330.0,15.0,1,-0.12940952255026048,0.22414386804301328,0.9659258262900683,Triassic
787614.763983,6350825.903473999,315.74498900000003,350.0,15.0,1,-0.04494345552654779,0.25488700224517874,0.9659258262900683,Triassic
787396.121,6350783.88,288.05717599999997,0.0,20.0,1,1e-12,0.3420201433266687,0.9396926207869084,Triassic
789513.754,6352266.885,238.883434,30.0,17.0,1,0.14618585236236836,0.2532013236386528,0.9563047559640354,Triassic
789481.786,6352325.318,209.060328,70.0,15.0,1,0.24321034680269393,0.08852132690237689,0.9659258262900683,Triassic
789462.575,6352385.043,206.351336,70.0,16.0,1,0.25901438927517384,0.09427352794343843,0.9612616959393189,Triassic
787519.265,6350830.032,320.978546,55.0,18.0,1,0.253131902663278,0.17724486640649356,0.9510565162961535,Triassic
789563.811,6352789.802,229.515044,350.0,10.0,1,-0.03015368960604581,0.17101007166383433,0.984807753013208,Triassic
786729.394,6352615.759,473.28098600000004,240.0,25.0,1,-0.36599815076966674,-0.2113091308693499,0.9063077870376499,Triassic
789668.634448,6352130.826968,77.04758199999999,112.40213,3.920571,1,0.06321346712726117,-0.026057460257116045,0.997659794890407,Triassic
786158.595437,6352912.248544999,598.9167940000001,103.680185,3.621514,1,0.06137332696380369,-0.014938719815107795,0.9980030808518422,Triassic
785990.322714,6350189.009926001,695.306224,79.205458,2.174668,1,0.03727455353241122,0.007106821449694141,0.9992797910244802,Carboniferous
782104.797112,6346980.038055,-956.2782800000001,88.577,10.042,1,0.17431625728449424,0.004330215082750553,0.9846801976712997,Carboniferous
789425.182358,6347079.380725,-931.862731,80.074,10.125,1,0.17316482159620739,0.030303079063331833,0.9844265680908916,Carboniferous
786481.432,6352666.758,449.849537,305.0,10.0,1,-0.14224425972192403,0.0996005029260512,0.984807753013208,Carboniferous
786301.011,6352840.945,416.806013,330.0,38.0,1,-0.30783073766182945,0.5331784777644263,0.7880107536077219,Carboniferous
785105.408,6352994.68,496.656125,45.0,40.0,1,0.4545194776730436,0.4545194776730436,0.766044443119978,Carboniferous
785144.756,6352918.548,488.600908,45.0,25.0,1,0.2988362387311198,0.2988362387311198,0.9063077870376499,Carboniferous
785660.789,6352543.334,455.535046,45.0,40.0,1,0.4545194776730436,0.4545194776730436,0.766044443119978,Carboniferous
786172.098,6352810.293,410.976962,350.0,15.0,1,-0.04494345552654779,0.25488700224517874,0.9659258262900683,Carboniferous
786505.753,6351767.124,283.38809100000003,102.0,40.0,1,0.6287411581973062,-0.13364305876563431,0.766044443119978,Carboniferous
786386.707,6351481.057,261.217343,102.0,30.0,1,0.48907380036790277,-0.10395584540787965,0.8660254037854387,Carboniferous
786531.569892,6352580.20501,414.97920899999997,110.0,15.0,1,0.24321034680269396,-0.08852132690037685,0.9659258262900683,Carboniferous
786634.826,6352426.651,401.636104,150.0,40.0,1,0.32139380484426955,-0.5566703992254194,0.766044443119978,Carboniferous
786796.792,6352376.659,392.485836,30.0,40.0,1,0.32139380484426955,0.5566703992274193,0.766044443119978,Carboniferous
786727.444,6352252.376,364.02367599999997,40.0,30.0,1,0.32139380484426955,0.38302222156048893,0.8660254037854387,Carboniferous
786864.862,6352072.052,368.15632400000004,40.0,30.0,1,0.32139380484426955,0.38302222156048893,0.8660254037854387,Carboniferous
786386.573,6352714.344,431.68334500000003,95.0,30.0,1,0.4980973490468727,-0.04357787137282911,0.8660254037854387,Carboniferous
786456.657,6352668.64,443.597093,320.0,15.0,1,-0.166365675341802,0.1982668912751461,0.9659258262900683,Carboniferous
787160.943,6349065.287,490.878227,119.745,20.0,1,0.29695629235549564,-0.1696901260275414,0.9396926207869084,Carboniferous
787476.857,6350291.084,252.506839,150.0,15.0,1,0.12940952255226035,-0.22414386804101338,0.9659258262900683,Carboniferous
789843.606511,6350173.521857,295.742044,60.0,23.0,1,0.3383830833220727,0.19536556424563695,0.9205048534534404,Carboniferous
786478.794,6350841.529,281.008059,198.0,74.0,1,-0.2970462000856238,-0.9142141997860689,0.27563735581799914,Carboniferous
786482.542,6350843.503,281.009058,230.0,42.0,1,-0.5125837827210356,-0.43010886302851525,0.7431448254783942,Carboniferous
786485.098,6351701.288,280.760492,120.0,30.0,1,0.4330127018932193,-0.24999999999899986,0.8660254037854387,Carboniferous
787448.887,6349973.522,273.37285499999996,6.0,45.0,1,0.07391278520456672,0.7032331762544042,0.7071067811875476,Carboniferous
787520.850187,6349845.271267,289.171092,327.0,53.0,1,-0.4349680735198915,0.6697920967937465,0.6018150231530484,Carboniferous
787100.326973,6348600.445533999,388.700127,160.0,20.0,1,0.11697777844151103,-0.32139380484226965,0.9396926207869084,Carboniferous
787030.71,6348501.102,353.444126,305.0,83.0,1,-0.8130462091671605,0.5693010845733744,0.1218693434061475,Carboniferous
786946.201,6348604.379,359.419594,128.0,55.0,1,0.6455006197396553,-0.5043203561019897,0.573576436352046,Carboniferous
786860.901,6348243.21,345.903109,128.0,45.0,1,0.5572077475242349,-0.43533840411708735,0.7071067811875476,Carboniferous
789635.448,6349378.681,230.761908,85.0,22.0,1,0.37318110223214174,0.032649115888333795,0.9271838545677874,Carboniferous
789739.889,6349561.274,232.28904900000003,170.0,6.0,1,0.018151177161752685,-0.10294044103543694,0.9945218953692733,Carboniferous
789762.282,6349671.591,236.362979,154.0,21.0,1,0.15709816901562348,-0.3220989794347562,0.9335804264982017,Carboniferous
789081.458,6348899.728,223.585388,120.0,20.0,1,0.29619813272702383,-0.17101007166183427,0.9396926207869084,Carboniferous
788818.373,6349048.211,233.209967,224.578,13.0,1,-0.15788855668615942,-0.16023164642898005,0.9743700647862352,Carboniferous
789317.682,6348690.85,262.692115,330.0,90.0,1,-0.49999999999900047,0.8660254037854384,1.0000612323399573e-12,Carboniferous
789837.715,6348581.571,326.1061,40.0,68.0,1,0.5959822936179371,0.7102640395415222,0.37460659341691194,Carboniferous
