,G_x,G_y,G_z,X,Y,Z,azimuth,beta,dip,formation,index,kappa,n_points,polarity
28,0.336824088834,-0.0593911746129,0.939692620787,780554.5750000001,6350445.360333334,425.54027733333334,100.0,666,19.999999999832475,Carboniferous,90.0,666,3.0,1
29,0.297046200088,-0.085176627231,0.951056516296,780344.5419999999,6350891.8476,438.27795640000005,106.0,666,17.999999999814598,Carboniferous,91.0,666,5.0,1
30,0.0298090196272,0.0818996083201,0.996194698093,786556.7876,6350867.081799999,273.8759626,20.0,666,4.999999999342611,Carboniferous,92.0,666,5.0,1
31,0.996194698093,1.00006099933e-12,0.0871557427487,786473.8043333334,6351071.859666667,282.6676463333333,90.0,666,84.99999999994249,Carboniferous,93.0,666,3.0,1
32,0.116977778442,-0.321393804842,0.939692620787,787491.1064340001,6350288.011101667,252.46486633333333,160.0,0,19.999999999832475,Carboniferous,94.0,9999,3.0,1
33,0.0502126382549,-0.0206983398503,0.998524045624,788851.1146,6352467.819882,-242.57966800000003,112.0,0,3.113346998945065,Carboniferous,97.0,9999,2.0,1
34,-0.0743550784626,-0.0188271553306,0.997054091076,786646.6589467501,6352058.1868280005,247.7818545,256.0,666,4.3989999992530135,Carboniferous,98.0,666,4.0,1
35,0.496731764893,0.286788218177,0.81915204429,786449.052,6351593.01925,269.43893975000003,60.0,666,34.99999999990011,Carboniferous,99.0,666,4.0,1
36,0.63302222156,-0.111618897048,0.76604444312,786255.754491,6347700.0675125,354.51441650000004,100.0,0,39.99999999991087,Carboniferous,103.0,9999,2.0,1
37,0.12278780397,0.12278780397,0.984807753013,779716.0451999999,6348530.4092,231.49288900000002,45.0,666,9.999999999670067,Carboniferous,105.0,666,5.0,1
38,0.642396040843,-0.0224329640637,0.76604444312,779938.3433333334,6349203.125333332,305.309382,92.0,666,39.99999999991087,Carboniferous,106.0,666,3.0,1
39,0.454519477673,0.541675220421,0.707106781188,787529.048,6350010.188999999,268.928175,40.0,0,44.99999999991897,Carboniferous,108.0,9999,1.0,1
40,0.321393804844,0.38302222156,0.866025403785,786672.657973,6352408.9727525,393.28120625,40.0,666,29.999999999885404,Carboniferous,110.0,666,4.0,1
41,0.482962913146,0.129409522552,0.866025403785,789082.3342500001,6348910.075999999,232.7925845,75.0,666,29.999999999885404,Carboniferous,111.0,666,4.0,1
42,0.671010071664,0.469846310394,0.573576436352,789836.0092499999,6348603.212750001,326.467253,55.0,666,54.99999999993006,Carboniferous,112.0,666,4.0,1
43,-0.578141080097,-0.485117967078,0.656059028992,785214.7145,6348004.732,381.598264,230.0,666,48.999999999924086,Carboniferous,114.0,666,2.0,1
44,0.409576022145,0.286788218177,0.866025403785,785854.0761340001,6347175.2022942,385.88250959999993,55.0,666,29.999999999885404,Carboniferous,115.0,666,5.0,1
45,0.704416026404,0.0616284167172,0.707106781188,787476.8698374,6349900.9502534,281.0266318,85.0,666,44.99999999991897,Carboniferous,117.0,666,5.0,1
46,0.816034923453,0.0713938048443,0.573576436352,787234.4395516667,6349948.421457333,300.270205,85.0,666,54.99999999993006,Carboniferous,118.0,666,3.0,1
47,0.754406506736,-0.133022221558,0.642787609688,786218.657,6352830.559,414.095653,100.0,666,49.99999999992521,Carboniferous,119.0,666,3.0,1
48,0.538985544697,-0.196174694968,0.81915204429,786427.4521999999,6352693.5430000005,439.4422176,110.0,666,34.99999999990011,Carboniferous,120.0,666,5.0,1
49,0.415626937778,-0.415626937776,0.809016994376,789715.444797,6349425.631715,238.05581933333335,135.0,666,35.99999999990252,Carboniferous,121.0,666,3.0,1
50,0.0593911746149,-0.336824088832,0.939692620787,789652.8797936667,6349386.365064,232.61629700000003,170.0,666,19.999999999832475,Carboniferous,124.0,666,3.0,1
51,-0.579227965339,-0.405579787672,0.707106781188,789694.0210545,6349391.561749,235.33294175,235.0,666,44.99999999991897,Carboniferous,125.0,666,4.0,1
52,-0.163175911166,0.0593911746149,0.984807753013,784339.9078634,6349499.070503,378.27334120000006,290.0,666,9.999999999670067,Carboniferous,127.0,666,5.0,1
53,-0.754406506734,0.63302222156,-0.173648177666,783256.9650000001,6349412.203500001,493.6738345,310.0,666,99.99999999994182,Carboniferous,132.0,666,2.0,1
54,-0.624035222269,-0.0555497259092,0.779419187163,783157.7646366922,6349040.388686,442.2486981538462,265.0,24.927776935677006,38.79257255347695,Carboniferous,137.0,41.39213540918483,7.0,1
55,0.00762261798423,0.122323126541,0.992461056369,787689.5041410646,6351931.659790064,482.3756580645161,4.0,24.137041870238154,7.039893670254271,Liassic,8.0,62.75516470692074,31.0,1
56,0.411599711245,0.0993081090741,0.905937954374,789893.5053912858,6352832.386929857,230.0237887142857,76.0,14.139644950738784,25.050092505521523,Liassic,14.0,43.58171119005487,7.0,1
57,-0.319227629304,-0.114548384288,0.940729710568,790749.7468494546,6349105.57352291,414.1091860909091,250.0,20.1461598443968,19.82553494626036,Liassic,16.0,56.71363001408683,11.0,1
58,-0.271653782273,0.323744370968,0.906307787038,792723.4175534,6349488.6852678,270.6835008,320.0,666,24.999999999864436,Liassic,24.0,666,5.0,1
59,-0.0269326056654,0.307841091418,0.951056516296,788488.2955,6352855.1635,472.18767,355.0,0,17.999999999814598,Liassic,30.0,9999,2.0,1
60,-0.0667651724168,0.0560226315522,0.996194698093,789458.6086360001,6351273.070546333,348.2825883333333,310.0,666,4.999999999342611,Liassic,32.0,666,3.0,1
61,0.433945645984,0.296995430411,0.850579150136,789637.8766666666,6352316.055,245.187829,56.0,44.87794303885954,31.725283081336833,Liassic,33.0,99.77521958757364,6.0,1
62,-0.302336621764,0.0388040021306,0.952411054408,791127.0373783637,6350037.607123544,424.5337211818182,277.0,16.107781298834777,17.747132816226934,Liassic,36.0,44.20459239911804,10.0,1
63,-0.281045720725,-0.0805885636045,0.956304755964,792776.0101540001,6347853.821996799,37.401642400000014,254.0,0,16.999999999804043,Liassic,37.0,9999,5.0,1
64,-0.186166243309,0.0325513082252,0.981978890906,789784.8168444444,6347824.138190333,359.76407022222224,280.0,18.125380190915674,10.893884322499044,Liassic,40.0,50.048687949699264,9.0,1
65,0.142244259724,-0.0996005029241,0.984807753013,787535.6502606249,6347938.040944875,382.5679725,125.0,0,9.999999999670067,Liassic,43.0,9999,8.0,1
66,-0.000980936287978,-0.235406068646,0.971896610041,783976.1261428572,6347102.552142858,431.61183014285706,180.0,12.909440194017913,13.615680817186572,Liassic,45.0,54.59794546152795,7.0,1
67,0.207120524065,0.0181206978401,0.978147600735,789208.1398,6352795.4252,311.00967040000006,85.0,666,11.999999999724416,Liassic,46.0,666,5.0,1
68,0.64034160877,0.0560226315522,0.76604444312,789386.586,6352591.737500001,250.97233599999998,85.0,666,39.99999999991087,Liassic,47.0,666,4.0,1
69,-0.168302717619,0.259163458178,0.951056516296,792362.78204175,6349788.961556001,344.83771150000007,327.0,666,17.999999999814598,Liassic,49.0,666,4.0,1
70,-0.171477943757,-0.166680623492,0.970985522321,791703.5378102857,6349360.176819571,303.7390917142857,226.0,10.774406932232516,13.835686355760561,Liassic,50.0,55.75890605433281,6.0,1
71,-0.233498425524,-0.175953684246,0.956304755964,792292.1345,6347913.68,213.5958625,233.0,0,16.999999999804043,Liassic,51.0,9999,2.0,1
72,-0.270463724766,-0.235110528999,0.933580426498,791931.7639704,6348036.9577806,236.70313099999998,229.0,666,20.999999999840124,Liassic,52.0,666,5.0,1
73,-0.0196057762222,0.224095047669,0.974370064786,788511.4547944999,6348327.747933582,416.2017655,355.0,0,12.999999999745299,Liassic,54.0,9999,12.0,1
