X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series,smooth
651.5650000004098,357.98000000044703,43.22800000000001,0.5073495541410646,0.48172157088399525,0.5001969069727826,0.04386660892592746,0.052566167519987494,0.9976535063115793,3.925837187192812,39.845089339419374,1.0,Sandstein,Sand,5,4,0
648.8009999999776,449.5599999995902,41.622000000000014,0.5061484291508713,0.5215186137869202,0.4994990029445811,0.03282091000394516,0.016102918147800654,0.9993315185141188,2.095108498464605,63.86605256598993,1.0,Sandstein,Sand,5,4,0
646.2330000000075,549.1040000002831,41.33499999999998,0.5050324780024275,0.5647764958440658,0.49937428410517026,0.008966369833091669,-0.013037147007404788,0.9998748106697734,0.9066210969116685,145.48153679443575,1.0,Sandstein,Sand,5,4,0
682.7189999995753,446.7050000000745,39.27299999999997,0.5208878493428131,0.5202779437992631,0.4984782205272428,0.026689766412355456,0.005694440558008981,0.9996275454976464,1.5638234657475254,77.95614418307233,1.0,Sandstein,Sand,5,4,0
692.8349999999627,501.7379999998957,38.882000000000005,0.5252838625119021,0.5441931071765292,0.4983083074045611,0.029487570224357162,-0.007005116006814527,0.9995406002529555,1.736799295204595,103.36356239338298,1.0,Sandstein,Sand,5,4,0
700.9699999997392,537.480000000447,39.93000000000001,0.5288190114964995,0.5597251655677893,0.49876372672059793,0.020740113481980252,-0.029700367318615552,0.9993436525419445,2.076004503258988,145.07295308924893,1.0,Sandstein,Sand,5,4,0
619.0990000003949,597.1430000001565,40.30500000000001,0.49324111567306905,0.5856523436713912,0.4989266868766226,0.00602689607766536,0.027154819607597226,0.9996130712919942,1.5939221718528909,12.513710116482969,1.0,Sandstein,Sand,5,4,0
656.3090000003576,741.2379999998957,38.495000000000005,0.5094111087548577,0.6482703268242656,0.49814013252354367,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,Sandstein,Sand,5,4,0
668.3410000000149,891.4419999998063,35.50799999999998,0.5146397396808113,0.7135430395589599,0.4968421005607554,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,Sandstein,Sand,5,4,0
625.5949999997392,139.41100000031292,45.04899999999998,0.4960640201355469,0.38674013530487195,0.5009882414904383,-0.021622496372459304,0.10284193666958763,0.9944626708503557,6.032376042094211,348.12651373301316,1.0,Sandstein,Sand,5,4,0
600.9490000000224,-70.26400000043213,48.31200000000001,0.4853538441213146,0.2956236800659715,0.5024062121280607,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,Sandstein,Sand,5,4,0
600.4189999997616,-175.0219999998808,46.649,0.48512352710068646,0.2501,0.5016835381561434,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,Sandstein,Sand,5,4,0
618.6540000000969,-71.05099999997765,47.173,0.4930477362877903,0.2952816810187253,0.5019112478141619,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,Sandstein,Sand,5,4,0
604.6789999995381,134.7620000001043,45.07499999999999,0.48697475447302924,0.38471986393049185,0.500999540061256,-0.021622496372459304,0.10284193666958763,0.9944626708503557,6.032376042094211,348.12651373301316,1.0,Sandstein,Sand,5,4,0
638.0230000000447,135.9320000000298,45.678999999999974,0.5014647369865443,0.38522829961725635,0.5012620145525597,-0.021622496372459304,0.10284193666958763,0.9944626708503557,6.032376042094211,348.12651373301316,1.0,Sandstein,Sand,5,4,0
595.1260000001639,273.58399999979883,45.25599999999997,0.4828233988186255,0.44504641000943235,0.5010781954965638,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,Sandstein,Sand,5,4,0
603.6339999996126,400.3650000002235,43.82299999999998,0.48652063883827296,0.500140414118843,0.5004554704203418,0.04293292625424068,0.02159817959477703,0.9988444736211771,2.7546688072709316,63.29449657305996,1.0,Sandstein,Sand,5,4,0
609.6480000000447,500.36799999978393,39.97300000000001,0.48913408518067986,0.5435977594064707,0.4987824128184888,0.014413498059340158,0.00722237633378163,0.9998700357325594,0.9237497145012915,63.385273710323546,1.0,Sandstein,Sand,5,4,0
635.4620000002906,398.74299999978393,40.33600000000001,0.5003518277611069,0.49943555712379345,0.49894015824952065,0.04341017641688377,0.02167924729776375,0.9988220896747254,2.7812266615404813,63.462240629261366,1.0,Sandstein,Sand,5,4,0
641.445000000298,499.20000000018626,39.96700000000004,0.5029518027304312,0.5430901928406808,0.4987798054559924,0.02421128385176288,-0.001034483387528951,0.9997063286687826,1.3886059947625211,92.44660724227809,1.0,Sandstein,Sand,5,4,0
708.5650000004098,381.61600000038743,39.471000000000004,0.5321194978568099,0.49199284087809836,0.4985642634896238,0.05540786305257076,0.025038106174462924,0.9981498193925104,3.4858739242650305,65.68239659817037,1.0,Sandstein,Sand,5,4,0
672.4610000001267,561.070000000298,41.073000000000036,0.5164301285950507,0.5699764457827146,0.49926042927616104,0.012247742018572906,-0.009733763652180047,0.9998776158423663,0.8964058102057559,128.47555082314088,1.0,Sandstein,Sand,5,4,0
662.3590000001714,791.1310000000522,40.34699999999998,0.5120401992719743,0.6699518496630998,0.4989449384140973,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,Sandstein,Sand,5,4,0
649.0190000003204,975.5659999996424,35.01799999999997,0.5062431633217226,0.7501,0.49662916595688317,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,Sandstein,Sand,5,4,0
610.6409999998286,552.6100000003353,30.824000000000012,0.48956560367373925,0.5663000646628148,0.49480661957190364,-0.00437506286373758,0.03238181754504438,0.9994659957794826,1.8725322388002674,352.3054399246756,1.0,Schluffstein,Schluff,6,5,0
646.2330000000075,549.1040000002831,30.63499999999999,0.5050324780024275,0.5647764958440658,0.4947244876532672,0.006042878593848368,0.02975767732057817,0.9995388758126694,1.740056187660553,11.478940994027393,1.0,Schluffstein,Schluff,6,5,0
682.7189999995753,446.7050000000745,29.87299999999999,0.5208878493428131,0.5202779437992631,0.49439335261622513,0.008381920086581505,-0.018054828877224774,0.999801863656923,1.1405829466082398,155.09700395925594,1.0,Schluffstein,Schluff,6,5,0
692.8349999999627,501.7379999998957,30.781999999999982,0.5252838625119021,0.5441931071765292,0.4947883680344289,0.013368441778493771,0.0003496307844862139,0.9999105772641655,0.7662400453375384,88.50185959656196,1.0,Schluffstein,Schluff,6,5,0
700.9699999997392,537.480000000447,29.980000000000018,0.5288190114964995,0.5597251655677893,0.4944398505807442,0.011103266949918767,0.012421623364356201,0.999861200736422,0.9546325452200666,41.79244705855598,1.0,Schluffstein,Schluff,6,5,0
619.0990000003949,597.1430000001565,27.754999999999995,0.49324111567306905,0.5856523436713912,0.493472953654998,0.0017179028473037088,0.06453077854370569,0.9979142385157548,3.701224831634985,1.5249365132099095,1.0,Schluffstein,Schluff,6,5,0
656.3090000003576,741.2379999998957,31.045000000000016,0.5094111087548577,0.6482703268242656,0.49490265742385414,-0.10121129767038775,-0.024995579505549117,0.994550900774211,5.984080059537121,256.1275733679465,1.0,Schluffstein,Schluff,6,5,0
668.3410000000149,891.4419999998063,27.25799999999998,0.5146397396808113,0.7135430395589599,0.4932569771282133,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,Schluffstein,Schluff,6,5,0
641.445000000298,499.20000000018626,31.16700000000003,0.5029518027304312,0.5430901928406808,0.4949556737946142,0.009918165312161878,0.0007694326907647719,0.9999505177618522,0.5699858744899884,85.56398567906297,1.0,Schluffstein,Schluff,6,5,0
672.4610000001267,561.070000000298,30.173000000000002,0.5164301285950507,0.5699764457827146,0.4945237207410449,0.006042878593848368,0.02975767732057817,0.9995388758126694,1.740056187660553,11.478940994027393,1.0,Schluffstein,Schluff,6,5,0
651.5959999999031,668.4179999995977,26.00999999999999,0.5073630255137426,0.6166256373262314,0.49271464572896334,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,Schluffstein,Schluff,6,5,0
662.3590000001714,791.1310000000522,29.997000000000014,0.5120401992719743,0.6699518496630998,0.4944472381078173,-0.04479317186166201,0.02640813200953809,0.998647176093889,2.980624297876579,300.5217769789331,1.0,Schluffstein,Schluff,6,5,0
641.6710000000894,797.7889999998733,28.89300000000003,0.5030500133843714,0.6728451529131876,0.4939674834084808,-0.04479317186166201,0.02640813200953809,0.998647176093889,2.980624297876579,300.5217769789331,1.0,Schluffstein,Schluff,6,5,0
561.2000000001863,793.3439999995753,29.533999999999992,0.46808050214319014,0.670913531863646,0.49424603663517885,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,Schluffstein,Schluff,6,5,0
649.0190000003204,975.5659999996424,27.017999999999972,0.5062431633217226,0.7501,0.49315268262835754,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,Schluffstein,Schluff,6,5,0
601.2889999998733,350.0590000003576,32.94300000000004,0.4855015946627122,0.47827941782829997,0.4957274530935469,-0.04563614122394403,0.03336537450460574,0.9984007684293557,3.2407923335426725,306.1711854271438,1.0,Schluffstein,Schluff,6,5,0
605.9550000000745,451.2609999999404,31.085000000000036,0.48752925356416216,0.5222578010548001,0.4949200398404968,-0.02238158018071139,0.021857899205315057,0.9995105287654266,1.7927467088254696,314.3217978853523,1.0,Schluffstein,Schluff,6,5,0
615.1390000004321,450.65199999976903,30.810000000000002,0.49152025642546504,0.5219931537613416,0.49480053572607874,-0.02238158018071139,0.021857899205315057,0.9995105287654266,1.7927467088254696,314.3217978853523,1.0,Schluffstein,Schluff,6,5,0
651.5650000004098,357.98000000044703,34.02800000000002,0.5073495541410646,0.48172157088399525,0.49619895114497814,-0.00926183405530644,0.03194443957572201,0.999446732553651,1.9060101755378884,343.83123835812063,1.0,Schluffstein,Schluff,6,5,0
648.8009999999776,449.5599999995902,31.822000000000003,0.5061484291508713,0.5215186137869202,0.4952403108671372,-0.02238158018071139,0.021857899205315057,0.9995105287654266,1.7927467088254696,314.3217978853523,1.0,Schluffstein,Schluff,6,5,0
582.5089999996126,361.54999999981374,29.66300000000001,0.4773405500488849,0.4832729515690746,0.49430209492885135,-0.04563614122394403,0.03336537450460574,0.9984007684293557,3.2407923335426725,306.1711854271438,1.0,Schluffstein,Schluff,6,5,0
603.6339999996126,400.3650000002235,31.32299999999998,0.48652063883827296,0.500140414118843,0.4950234652195204,-0.038861911330308516,0.015702976727835834,0.9991211980393531,2.4022320067585206,292.0022121224532,1.0,Schluffstein,Schluff,6,5,0
609.6480000000447,500.36799999978393,28.473000000000013,0.48913408518067986,0.5435977594064707,0.4937849680337332,-0.01876553595848218,0.05020557694779582,0.9985625942852004,3.0724112675563466,339.50556728144755,1.0,Schluffstein,Schluff,6,5,0
635.4620000002906,398.74299999978393,31.336000000000013,0.5003518277611069,0.49943555712379345,0.4950291145049293,-0.038861911330308516,0.015702976727835834,0.9991211980393531,2.4022320067585206,292.0022121224532,1.0,Schluffstein,Schluff,6,5,0
708.5650000004098,381.61600000038743,31.021000000000015,0.5321194978568099,0.49199284087809836,0.4948922279738686,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,Schluffstein,Schluff,6,5,0
625.5949999997392,139.41100000031292,34.94900000000001,0.4960640201355469,0.38674013530487195,0.49659918128817465,-0.0010557649407501371,0.010887008436936973,0.9999401774154809,0.6267183126413769,354.46107554054265,1.0,Schluffstein,Schluff,6,5,0
638.0230000000447,135.9320000000298,35.0,0.5014647369865443,0.38522829961725635,0.49662134386939405,-0.0010557649407501371,0.010887008436936973,0.9999401774154809,0.6267183126413769,354.46107554054265,1.0,Schluffstein,Schluff,6,5,0
595.1260000001639,273.58399999979883,33.45599999999996,0.4828233988186255,0.44504641000943235,0.49595038258698854,-0.0010557649407501371,0.010887008436936973,0.9999401774154809,0.6267183126413769,354.46107554054265,1.0,Schluffstein,Schluff,6,5,0
