X,Y,Z,azimuth,dip,polarity,G_x,G_y,G_z,formation,uncertainty
785751.646,6345654.682,306.485355,200.0,10.0,1,-0.059391174612884685,-0.1631759111655348,0.9848077530132081,Triassic,a
785703.098,6345637.967999999,296.8402470000001,215.0,30.0,1,-0.28678821817452305,-0.4095760221434959,0.8660254037854387,Triassic,a
785580.5340000001,6345575.89,290.53014,120.0,10.0,1,0.1503837331814353,-0.08682408883246512,0.9848077530132081,Triassic,a
784435.1140000001,6347682.507,404.773934,155.0,5.0,1,0.036833608501734866,-0.07898992833616562,0.9961946980927456,Triassic,a
784552.892,6347933.602999999,397.527218,180.0,30.0,1,1.000061232339957e-12,-0.499999999999,0.8660254037854387,Triassic,a
784470.2047939998,6347735.754449,393.801376,165.0,20.0,1,0.08852132690237696,-0.3303660895483521,0.9396926207869084,Triassic,a
784487.4820000001,6347807.886,396.075153,135.0,23.0,1,0.2762886305764377,-0.2762886305744377,0.9205048534534404,Triassic,a
784315.7579999999,6347702.616,410.732708,205.0,20.0,1,-0.14454395845159893,-0.3099755192184447,0.9396926207869084,Triassic,a
784079.358,6347417.552999999,412.472158,95.0,15.0,1,0.2578341604972995,-0.022557566112149853,0.9659258262900684,Triassic,a
784099.4,6347464.795,404.123906,165.0,10.0,1,0.044943455528547824,-0.1677312594955206,0.9848077530132081,Triassic,a
784598.56,6347740.536,445.910587,170.0,25.0,1,0.07338689100103822,-0.4161977407257834,0.90630778703765,Triassic,a
784748.939,6347659.659,467.760161,205.0,20.0,1,-0.14454395845159893,-0.3099755192184447,0.9396926207869084,Triassic,a
783176.372,6347290.102999999,301.778996,165.0,15.0,1,0.06698729810878075,-0.24999999999899994,0.9659258262900684,Triassic,a
783248.6109999999,6347292.908,288.275775,185.0,10.0,1,-0.015134435900338581,-0.17298739392408946,0.9848077530132081,Triassic,a
783087.691271,6347237.322362,307.140438,210.0,30.0,1,-0.249999999999,-0.4330127018912193,0.8660254037854387,Triassic,a
783005.712,6347162.38,312.419062,180.0,25.0,1,1.0000517558101501e-12,-0.42261826173969946,0.90630778703765,Triassic,a
784811.968,6347387.566000001,479.969697,165.0,25.0,1,0.10938165494761512,-0.4082178936757349,0.90630778703765,Triassic,a
784802.098,6347289.657000001,477.540989,166.0,22.0,1,0.09062553718431143,-0.3634791766252693,0.9271838545677874,Triassic,a
789188.48,6349974.554,262.07012000000003,355.0,20.0,1,-0.029809019625209213,0.34071865342261004,0.9396926207869084,Triassic,a
788910.814,6350237.294,296.54983,283.0,15.0,1,-0.25218552974319586,0.058221617081084365,0.9659258262900684,Triassic,a
789081.276,6350269.699,294.526083,125.0,17.0,1,0.2394968796168873,-0.16769752048374767,0.9563047559640354,Triassic,a
789126.8254569998,6350285.1214,284.102963,260.0,10.0,1,-0.17101007166183432,-0.030153689606045805,0.9848077530132081,Triassic,a
789305.051,6350033.981000001,266.302725,327.0,5.0,1,-0.04746841962510248,0.07309495627088375,0.9961946980927456,Triassic,a
789392.0520390002,6350254.072814,287.294948,335.0,25.0,1,-0.17860619515573026,0.38302222156048893,0.90630778703765,Triassic,a
789610.5481199998,6350185.207562001,295.913457,290.0,15.0,1,-0.2432103468006939,0.08852132690237692,0.9659258262900684,Triassic,a
789677.390882,6350209.346797,304.999182,0.0,15.0,1,1e-12,0.2588190451035207,0.9659258262900684,Triassic,a
789876.505693,6350177.095669,295.54749,82.0,35.0,1,0.5679944299020226,0.0798264112855987,0.8191520442899918,Triassic,a
789839.6209999999,6350186.016,297.797118,70.0,28.0,1,0.4411589632197298,0.1605687311923561,0.882947592859927,Triassic,a
789997.46,6350367.125,335.499213,10.0,41.0,1,0.1139234548271374,0.6460920181845125,0.7547095802237719,Triassic,a
789959.380327,6350323.201064,329.14888,345.0,13.0,1,-0.058221617079084374,0.21728603304269486,0.9743700647862352,Triassic,a
787559.055,6350265.044,250.673393,110.0,17.0,1,0.27473953345555224,-0.09999701235264052,0.9563047559640354,Triassic,a
787547.564172,6350342.986391,239.842292,78.0,25.0,1,0.4133830387489566,0.08786727736997124,0.90630778703765,Triassic,a
787554.108,6350046.091,263.526713,340.0,18.0,1,-0.10569003670518684,0.2903809893125786,0.9510565162961536,Triassic,a
787483.63,6349541.792,331.262032,130.0,25.0,1,0.3237443709680646,-0.2716537822731845,0.90630778703765,Triassic,a
787457.857812,6349466.4931379985,341.9387200000001,15.0,13.0,1,0.058221617081084386,0.21728603304269486,0.9743700647862352,Triassic,a
787500.276219,6349468.762465,353.739952,105.0,28.0,1,0.4534747072041818,-0.12150818158203243,0.882947592859927,Triassic,a
787115.9940000001,6348631.166,398.665943,170.0,25.0,1,0.07338689100103822,-0.4161977407257834,0.90630778703765,Triassic,a
787109.5240000001,6348405.525,359.320282,105.0,25.0,1,0.4082178936777348,-0.10938165494561504,0.90630778703765,Triassic,a
789393.993,6348774.152000001,259.806343,215.0,8.0,1,-0.07982641128359869,-0.11400393016047584,0.9902680687425705,Triassic,a
789577.447,6348625.646000001,286.877075,215.0,60.0,1,-0.4967317648911541,-0.7094064799152224,0.5000000000010001,Triassic,a
789706.666,6348527.484,295.894279,260.0,30.0,1,-0.49240387650510403,-0.08682408883246515,0.8660254037854387,Triassic,a
789759.715,6348504.906,302.974021,250.0,40.0,1,-0.6040227735540536,-0.21984631039195404,0.766044443119978,Triassic,a
789826.668,6348515.859,326.478007,250.0,43.0,1,-0.6408688263378208,-0.2332571768554466,0.7313537016201704,Triassic,a
789867.42,6348515.328,340.704213,250.0,43.0,1,-0.6408688263378208,-0.2332571768554466,0.7313537016201704,Triassic,a
789974.337,6348356.853999999,347.708556,135.0,25.0,1,0.2988362387311198,-0.29883623872911985,0.90630778703765,Triassic,a
789858.1440000001,6348437.419,327.629945,245.0,20.0,1,-0.30997551921844474,-0.1445439584515989,0.9396926207869084,Triassic,a
789317.698,6348689.739,262.842657,125.0,43.0,1,0.5586603508479354,-0.3911781889609056,0.7313537016201704,Triassic,a
789197.921,6348685.822000001,248.404516,165.0,15.0,1,0.06698729810878075,-0.24999999999899994,0.9659258262900684,Triassic,a
789145.6290000001,6348655.083,243.58071,290.0,15.0,1,-0.2432103468006939,0.08852132690237692,0.9659258262900684,Triassic,a
789071.095,6348728.472999999,238.395398,200.0,15.0,1,-0.08852132690037684,-0.24321034680069395,0.9659258262900684,Triassic,a
789076.087049,6348767.196733,237.381558,200.0,45.0,1,-0.2418447626469752,-0.6644630243876748,0.7071067811875476,Triassic,a
786103.907,6346223.972,357.340232,180.0,43.0,1,1.0000835207108671e-12,-0.6819983600614985,0.7313537016201704,Triassic,a
786118.365206,6346287.358306,367.113932,210.0,25.0,1,-0.21130913086934974,-0.3659981507696668,0.90630778703765,Triassic,a
786166.3,6346333.419,375.268951,135.0,20.0,1,0.2418447626489753,-0.2418447626469752,0.9396926207869084,Triassic,a
786384.859,6346658.919,392.892967,40.0,8.0,1,0.08945874489978388,0.10661278062309464,0.9902680687425705,Triassic,a
786387.518425,6346696.852952,393.429363,310.0,20.0,1,-0.262002630228385,0.21984631039395414,0.9396926207869084,Triassic,a
786341.26,6346808.32,402.210381,210.0,10.0,1,-0.08682408883246517,-0.15038373317943526,0.9848077530132081,Triassic,a
786270.0759999999,6346520.682999999,384.298976,130.0,10.0,1,0.13302222156048898,-0.11161889704794964,0.9848077530132081,Triassic,a
786180.918,6346378.355,381.367031,110.0,15.0,1,0.243210346802694,-0.08852132690037685,0.9659258262900684,Triassic,a
787454.3470000001,6350789.132,300.624608,130.0,13.0,1,0.17232250515487305,-0.1445957505171598,0.9743700647862352,Triassic,a
787590.864842,6350773.018459,298.441869,330.0,15.0,1,-0.12940952255026048,0.22414386804301328,0.9659258262900684,Triassic,a
787614.763983,6350825.903473998,315.7449890000001,350.0,15.0,1,-0.044943455526547785,0.25488700224517874,0.9659258262900684,Triassic,a
787396.1209999999,6350783.88,288.057176,0.0,20.0,1,1e-12,0.3420201433266687,0.9396926207869084,Triassic,a
789513.7540000001,6352266.885,238.883434,30.0,17.0,1,0.14618585236236836,0.2532013236386528,0.9563047559640354,Triassic,a
789481.786,6352325.318,209.060328,70.0,15.0,1,0.24321034680269396,0.08852132690237689,0.9659258262900684,Triassic,a
789462.575,6352385.043,206.351336,70.0,16.0,1,0.25901438927517384,0.09427352794343843,0.9612616959393188,Triassic,a
787519.265,6350830.032000001,320.978546,55.0,18.0,1,0.253131902663278,0.17724486640649356,0.9510565162961536,Triassic,a
789563.811,6352789.802,229.515044,350.0,10.0,1,-0.03015368960604581,0.17101007166383433,0.9848077530132081,Triassic,a
786729.3940000001,6352615.759,473.280986,240.0,25.0,1,-0.3659981507696667,-0.2113091308693499,0.90630778703765,Triassic,a
789668.634448,6352130.826968,77.04758199999998,112.40213,3.920571,1,0.06321346712726117,-0.026057460257116045,0.997659794890407,Triassic,a
786158.595437,6352912.2485449985,598.9167940000002,103.680185,3.621514,1,0.06137332696380369,-0.014938719815107797,0.9980030808518422,Triassic,a
785990.322714,6350189.009926002,695.306224,79.205458,2.174668,1,0.03727455353241122,0.007106821449694141,0.9992797910244802,Carboniferous,a
782104.797112,6346980.038055,-956.27828,88.57700000000001,10.042,1,0.17431625728449426,0.004330215082750553,0.9846801976712996,Carboniferous,a
789425.182358,6347079.380725,-931.862731,80.074,10.125,1,0.1731648215962074,0.030303079063331836,0.9844265680908916,Carboniferous,a
786481.432,6352666.757999999,449.849537,305.0,10.0,1,-0.14224425972192406,0.0996005029260512,0.9848077530132081,Carboniferous,a
786301.0109999999,6352840.945,416.806013,330.0,38.0,1,-0.30783073766182945,0.5331784777644263,0.7880107536077219,Carboniferous,a
785105.4079999999,6352994.68,496.656125,45.0,40.0,1,0.4545194776730436,0.4545194776730436,0.766044443119978,Carboniferous,a
785144.7559999999,6352918.5479999995,488.600908,45.0,25.0,1,0.2988362387311198,0.2988362387311198,0.90630778703765,Carboniferous,a
785660.7890000001,6352543.334,455.535046,45.0,40.0,1,0.4545194776730436,0.4545194776730436,0.766044443119978,Carboniferous,a
786172.098,6352810.293,410.976962,350.0,15.0,1,-0.044943455526547785,0.25488700224517874,0.9659258262900684,Carboniferous,a
786505.753,6351767.124,283.3880910000001,102.0,40.0,1,0.6287411581973062,-0.13364305876563431,0.766044443119978,Carboniferous,a
786386.707,6351481.057,261.217343,102.0,30.0,1,0.4890738003679028,-0.10395584540787964,0.8660254037854387,Carboniferous,a
786531.569892,6352580.20501,414.979209,110.0,15.0,1,0.243210346802694,-0.08852132690037685,0.9659258262900684,Carboniferous,a
786634.8259999999,6352426.651000001,401.636104,150.0,40.0,1,0.32139380484426955,-0.5566703992254194,0.766044443119978,Carboniferous,a
786796.792,6352376.659,392.485836,30.0,40.0,1,0.32139380484426955,0.5566703992274193,0.766044443119978,Carboniferous,a
786727.444,6352252.376,364.023676,40.0,30.0,1,0.32139380484426955,0.3830222215604889,0.8660254037854387,Carboniferous,a
786864.8620000001,6352072.052,368.156324,40.0,30.0,1,0.32139380484426955,0.3830222215604889,0.8660254037854387,Carboniferous,a
786386.573,6352714.344,431.683345,95.0,30.0,1,0.4980973490468727,-0.04357787137282911,0.8660254037854387,Carboniferous,a
786456.657,6352668.64,443.597093,320.0,15.0,1,-0.166365675341802,0.1982668912751461,0.9659258262900684,Carboniferous,a
787160.943,6349065.2870000005,490.878227,119.745,20.0,1,0.29695629235549564,-0.1696901260275414,0.9396926207869084,Carboniferous,a
787476.8570000001,6350291.084,252.506839,150.0,15.0,1,0.12940952255226035,-0.22414386804101336,0.9659258262900684,Carboniferous,a
789843.606511,6350173.521857,295.742044,60.0,23.0,1,0.3383830833220727,0.19536556424563692,0.9205048534534404,Carboniferous,a
786478.7940000001,6350841.529,281.008059,198.0,74.0,1,-0.2970462000856238,-0.9142141997860688,0.27563735581799914,Carboniferous,a
786482.542,6350843.503,281.009058,230.0,42.0,1,-0.5125837827210356,-0.4301088630285153,0.7431448254783942,Carboniferous,a
786485.098,6351701.288,280.760492,120.0,30.0,1,0.4330127018932193,-0.24999999999899986,0.8660254037854387,Carboniferous,a
